Index,Name,Form,Pokemon Number,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Original Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Product (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Product (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U)
102,Chimchar,,390,♂,536,82,11,6,5,48.9,22.0,22.0,,,,"2020-05-28 12:27","2020-05-28 12:27",5/27/2020,,,0,0,1,0,43.69%,2307,89.29%,214000,263,Monferno,,0,56.31%,1790,95.04%,214000,363,Infernape,,0
103,Wailmer,,320,♂,828,174,15,13,15,95.6,20.0,20.0,,,,"2020-05-28 12:27","2020-05-28 12:27",5/27/2020,,,0,0,0,0,40.39%,2442,93.86%,17000,416,Wailord,,0,99.44%,24,98.04%,225000,648,Wailord,,0
104,Drifloon,,425,♂,749,137,15,9,8,71.1,23.0,23.0,,,,"2020-05-28 12:26","2020-05-28 12:26",5/27/2020,,,0,0,1,0,86.15%,568,90.47%,208000,232,Drifloon,,0,83.98%,657,92.67%,208000,282,Drifblim,,0
105,Piplup,,393,♀,533,85,10,3,1,31.1,20.0,20.0,,,,"2020-05-28 12:26","2020-05-28 12:26",5/27/2020,,,0,0,1,0,15.53%,3460,92.52%,205000,243,Prinplup,,0,6.45%,3832,93.96%,145000,265,Empoleon,,0
106,Hippopotas,,449,♂,1090,130,7,8,5,44.4,33.0,33.0,,,,"2020-05-28 12:26","2020-05-28 12:26",5/27/2020,,,0,0,1,0,41.56%,2394,84.36%,116000,150,Hippopotas,,0,41.56%,2394,84.36%,116000,150,Hippopotas,,0
107,Axew,,610,♀,754,84,12,14,11,82.2,20.0,20.0,,,,"2020-05-28 12:26","2020-05-28 12:26",5/27/2020,,,0,0,2,0,76.14%,978,96.05%,24000,47,Fraxure,,0,40.46%,2439,95.52%,27500,150,Haxorus,,0
108,Turtwig,,387,♀,560,88,7,12,11,66.7,18.0,18.0,,,,"2020-05-28 12:26","2020-05-28 12:26",5/27/2020,,,0,0,2,0,70.35%,1215,96.23%,79400,95,Grotle,,0,64.81%,1442,96.69%,112400,225,Torterra,,0
109,Cyndaquil,,155,♀,774,92,6,15,8,64.4,31.0,31.0,,,,"2020-05-28 12:26","2020-05-28 12:26",5/8/2020,,,0,0,0,0,,,,,,,,,88.25%,482,97.52%,38000,165,Typhlosion,,0
110,Starly,,396,♂,608,100,11,10,13,75.6,34.0,34.0,,,,"2020-05-28 12:26","2020-05-28 12:26",5/26/2020,,,0,0,2,0,90.33%,397,91.52%,102000,159,Staravia,,0,57.26%,1751,96.35%,0,125,Staraptor,,0
111,Buneary,,427,♂,866,105,7,15,9,68.9,26.0,26.0,,,,"2020-05-28 12:26","2020-05-28 12:26",5/26/2020,,,0,0,2,0,77.97%,903,95.92%,8000,58,Lopunny,,0,80.29%,808,91.92%,186000,264,Lopunny,,0
112,Cranidos,,408,♂,1264,118,13,14,10,82.2,25.0,25.0,,,,"2020-05-28 12:26","2020-05-28 12:26",5/27/2020,,,0,0,0,0,68.01%,1311,95.54%,39000,34,Cranidos,,0,76.46%,965,96.41%,16000,64,Rampardos,,0
113,Chikorita,,152,♂,568,88,13,13,13,86.7,22.0,22.0,,,,"2020-05-27 11:24","2020-05-27 11:24",5/20/2020,,,0,0,2,0,50.01%,2048,94.92%,0,125,Meganium,,0,98.24%,73,96.79%,214000,363,Meganium,,0
114,Drifloon,,425,♂,803,143,14,8,8,66.7,25.0,25.0,,,,"2020-05-26 22:52","2020-05-26 22:52",5/26/2020,,,0,0,1,0,78.97%,862,88.78%,194000,220,Drifloon,,0,76.09%,980,91.36%,194000,270,Drifblim,,0
115,Lillipup,,506,♀,498,83,11,15,11,82.2,20.0,20.0,,,,"2020-05-26 22:52","2020-05-26 22:52",5/26/2020,,,0,0,1,0,97.12%,119,98.21%,196000,231,Herdier,,0,72.26%,1137,96.79%,116000,231,Stoutland,,0
116,Turtwig,,387,♂,920,111,11,5,6,48.9,30.0,30.0,,,,"2020-05-26 22:42","2020-05-26 22:42",5/26/2020,,,0,0,0,0,23.83%,3120,93.66%,0,25,Grotle,,0,33.33%,2731,95.47%,41000,165,Torterra,,0
117,Golbat,,42,♂,424,69,11,15,5,68.9,8.0,8.0,,,,"2020-05-26 22:42","2020-05-26 22:42",5/26/2020,,,0,1,0,0,19.12%,3313,92.77%,15400,15,Golbat,,2,83.52%,676,96.61%,141400,251,Crobat,,2
118,Chimchar,,390,♂,829,104,13,8,10,68.9,35.0,35.0,,,,"2020-05-26 22:41","2020-05-26 22:41",5/26/2020,,,0,0,1,0,,,,,,,,,67.33%,1339,95.57%,50000,189,Infernape,,0
119,Ditto,,132,,723,105,15,11,6,71.1,34.0,34.0,,,,"2020-05-26 20:32","2020-05-26 20:32",5/26/2020,,,0,0,0,0,90.43%,393,90.47%,102000,134,Ditto,,0,90.43%,393,90.47%,102000,134,Ditto,,0
120,Larvitar,,246,♂,717,98,15,11,10,80.0,25.0,25.0,,,,"2020-05-26 20:32","2020-05-26 20:32",5/26/2020,,,0,0,0,0,34.36%,2689,94.42%,54000,71,Pupitar,,0,94.95%,208,94.65%,194000,245,Pupitar,,0
121,Piplup,,393,♂,431,78,10,13,10,73.3,15.0,15.0,,,,"2020-05-26 13:14","2020-05-26 13:14",5/26/2020,,,0,0,4,0,69.40%,1254,95.50%,158400,175,Prinplup,,0,57.92%,1724,96.28%,124400,237,Empoleon,,0
122,Starly,,396,♀,607,98,13,9,10,71.1,34.0,34.0,,,,"2020-05-26 13:14","2020-05-26 13:14",5/26/2020,,,0,0,2,0,86.11%,570,90.35%,102000,159,Staravia,,0,28.96%,2910,95.27%,0,125,Staraptor,,0
123,Starly,,396,♀,592,99,9,11,13,73.3,33.0,33.0,,,,"2020-05-26 13:14","2020-05-26 13:14",5/26/2020,,,0,0,1,0,89.16%,445,91.19%,116000,175,Staravia,,0,84.66%,629,97.56%,21000,149,Staraptor,,0
124,Wailmer,,320,♂,822,172,14,14,11,86.7,20.0,20.0,,,,"2020-05-26 13:13","2020-05-26 13:13",5/26/2020,,,0,0,1,0,33.14%,2739,93.49%,17000,416,Wailord,,0,98.68%,55,97.12%,225000,648,Wailord,,0
125,Bidoof,,399,♂,534,120,4,5,6,33.3,34.0,34.0,,,,"2020-05-26 13:13","2020-05-26 13:13",5/26/2020,,,0,0,2,0,51.40%,1991,95.20%,14000,66,Bibarel,,0,19.71%,3289,82.99%,102000,184,Bibarel,,0
126,Venipede,,543,♂,380,67,13,10,11,75.6,20.0,20.0,,,,"2020-05-26 13:13","2020-05-26 13:13",5/26/2020,,,0,0,1,0,53.43%,1908,94.96%,11000,135,Scolipede,,0,92.55%,306,94.32%,225000,373,Scolipede,,0
127,Bidoof,,399,♂,549,121,9,7,13,64.4,30.0,30.0,,,,"2020-05-26 13:13","2020-05-26 13:13",5/26/2020,,,0,0,2,0,46.06%,2210,94.93%,16000,64,Bibarel,,0,71.94%,1150,89.71%,150000,232,Bibarel,,0
128,Venipede,,543,♂,378,68,10,15,12,82.2,20.0,20.0,,,,"2020-05-26 13:13","2020-05-26 13:13",5/26/2020,,,0,0,1,0,78.61%,877,96.17%,11000,135,Scolipede,,0,96.12%,160,95.52%,225000,373,Scolipede,,0
129,Smeargle,,235,♂,273,99,13,7,3,51.1,25.0,25.0,,,,"2020-05-26 13:13","2020-05-26 13:13",5/26/2020,,,0,0,0,0,72.63%,1122,81.53%,194000,220,Smeargle,,0,72.63%,1122,81.53%,194000,220,Smeargle,,0
130,Dratini,,147,♀,551,80,12,13,13,84.4,20.0,20.0,,,,"2020-05-26 08:52","2020-05-26 08:52",5/25/2020,,,0,0,0,0,63.39%,1500,95.67%,80000,95,Dragonair,,0,84.37%,641,96.91%,20500,144,Dragonite,,0
131,Piplup,,393,♂,520,88,5,3,6,31.1,20.0,20.0,,,,"2020-05-26 08:52","2020-05-26 08:52",5/25/2020,,,0,0,1,0,51.62%,1982,94.50%,225000,273,Prinplup,,0,58.88%,1685,96.31%,161000,285,Empoleon,,0
132,Chimchar,,390,♂,534,86,6,9,11,57.8,22.0,22.0,,,,"2020-05-26 08:52","2020-05-26 08:52",5/25/2020,,,0,0,1,0,65.64%,1408,92.39%,214000,263,Monferno,,0,84.74%,626,96.64%,204000,348,Infernape,,0
133,Croagunk,,453,♀,499,87,7,12,13,71.1,20.0,20.0,,,,"2020-05-26 08:52","2020-05-26 08:52",5/25/2020,,,0,0,1,0,85.45%,597,96.28%,11000,60,Toxicroak,,0,89.30%,439,93.93%,225000,298,Toxicroak,,0
134,Cresselia,,488,♀,1194,140,13,11,12,80.0,15.0,15.0,,,,"2020-05-26 08:51","2020-05-26 08:51",5/25/2020,,,0,0,1,0,21.03%,3235,93.46%,14200,14,Cresselia,,0,31.62%,2801,95.09%,124400,112,Cresselia,,0
135,Shinx,,403,♂,360,71,14,12,11,82.2,15.0,15.0,,,,"2020-05-26 08:51","2020-05-26 08:51",5/25/2020,,,0,0,0,0,67.84%,1318,95.51%,14200,139,Luxray,,0,59.58%,1656,96.26%,118400,231,Luxray,,0
136,Chimchar,,390,♂,421,74,8,3,5,35.6,18.0,18.0,,,,"2020-05-26 08:51","2020-05-26 08:51",5/25/2020,,,0,0,1,0,8.35%,3754,92.46%,14400,137,Infernape,,0,19.10%,3314,92.02%,234400,381,Infernape,,0
137,Hippopotas,,449,♀,950,122,11,10,11,71.1,26.0,26.0,,,,"2020-05-26 08:51","2020-05-26 08:51",5/25/2020,,,0,0,1,0,87.69%,505,91.54%,186000,214,Hippopotas,,0,11.55%,3623,94.12%,26000,74,Hippowdon,,0
138,Piplup,,393,♂,562,90,12,5,9,57.8,20.0,20.0,,,,"2020-05-26 08:51","2020-05-26 08:51",5/25/2020,,,0,0,1,0,35.97%,2623,93.73%,153000,175,Prinplup,,0,33.24%,2735,95.35%,116000,231,Empoleon,,0
139,Gible,,443,♂,456,85,10,14,14,84.4,15.0,15.0,,,,"2020-05-26 08:51","2020-05-26 08:51",5/25/2020,,,0,0,1,0,45.35%,2239,94.53%,81900,99,Gabite,,0,91.36%,355,97.58%,35400,158,Garchomp,,0
140,Wailmer,,320,♂,800,173,12,11,14,82.2,20.0,20.0,,,,"2020-05-25 11:38","2020-05-25 11:38",5/25/2020,,,0,0,0,0,29.89%,2872,93.30%,20500,419,Wailord,,0,92.14%,323,94.23%,225000,648,Wailord,,0
141,Hippopotas,,449,♀,510,88,4,11,3,40.0,15.0,15.0,,,,"2020-05-25 09:34","2020-05-25 09:34",5/25/2020,,,0,0,1,0,93.33%,274,97.69%,14200,64,Hippowdon,,0,70.92%,1192,96.99%,112400,150,Hippowdon,,0
142,Starly,,396,♀,321,74,1,0,2,6.7,21.0,21.0,,,,"2020-05-25 09:25","2020-05-25 09:25",5/25/2020,,,0,0,2,0,22.17%,3188,93.43%,0,125,Staraptor,,0,4.10%,3928,93.74%,220000,369,Staraptor,,0
143,Infernape,,392,♂,1425,115,12,12,15,86.7,19.0,19.0,Rock Smash,Solar Beam,,"2020-05-24 22:40","2020-05-24 22:40",1/25/2020,,,0,0,3,0,93.09%,284,97.30%,5000,4,Infernape,,0,,,,,,,,
144,Snover,,459,♂,733,107,12,6,9,60.0,24.0,24.0,,,,"2020-05-24 22:26","2020-05-24 22:26",5/24/2020,,,0,0,1,0,68.96%,1272,86.99%,201000,226,Snover,,0,68.55%,1289,90.66%,201000,276,Abomasnow,,0
145,Piplup,,393,♂,491,89,3,2,11,35.6,19.0,19.0,,,,"2020-05-24 22:26","2020-05-24 22:26",5/24/2020,,,0,0,2,0,68.30%,1299,95.43%,230000,277,Prinplup,,0,83.13%,692,97.35%,166000,289,Empoleon,,0
146,Hippopotas,,449,♂,548,93,11,10,11,71.1,15.0,15.0,,,,"2020-05-24 22:25","2020-05-24 22:25",5/24/2020,,,0,0,1,0,51.28%,1996,95.09%,9800,60,Hippowdon,,0,11.55%,3623,94.12%,86400,128,Hippowdon,,0
147,Munchlax,,446,♀,1061,176,14,14,10,84.4,20.0,20.0,,,,"2020-05-24 22:25","2020-05-24 22:25",5/24/2020,,,0,0,1,0,30.06%,2865,93.72%,56000,50,Munchlax,,0,62.10%,1553,96.34%,51500,96,Snorlax,,0
148,Croagunk,,453,♀,485,84,7,10,8,55.6,20.0,20.0,,,,"2020-05-24 22:25","2020-05-24 22:25",5/24/2020,,,0,0,1,0,74.73%,1036,95.62%,14000,63,Toxicroak,,0,65.15%,1428,90.38%,225000,298,Toxicroak,,0
149,Hippopotas,,449,♂,554,90,7,12,0,42.2,16.0,16.0,,,,"2020-05-24 22:25","2020-05-24 22:25",5/24/2020,,,0,0,1,0,30.55%,2845,94.13%,8200,58,Hippowdon,,0,58.29%,1709,96.45%,102600,140,Hippowdon,,0
150,Drifloon,,425,♂,492,113,14,10,12,80.0,15.0,15.0,,,,"2020-05-24 22:24","2020-05-24 22:24",5/24/2020,,,0,0,1,0,33.63%,2719,93.53%,35400,83,Drifblim,,0,92.26%,318,94.50%,246400,318,Drifblim,,0
151,Turtwig,,387,♂,530,86,5,6,7,40.0,18.0,18.0,,,,"2020-05-24 20:45","2020-05-24 20:45",5/24/2020,,,0,0,2,0,85.64%,589,96.94%,6900,131,Torterra,,0,62.81%,1524,96.60%,146400,263,Torterra,,0
152,Ponyta,,77,♂,924,87,10,14,10,75.6,20.0,20.0,,,,"2020-05-24 19:15","2020-05-24 19:15",5/24/2020,,,0,0,0,0,70.84%,1195,95.54%,11000,60,Rapidash,Normal,0,92.11%,324,94.42%,225000,298,Rapidash,Normal,0
153,Chimchar,,390,♂,469,80,3,3,4,22.2,21.0,21.0,,,,"2020-05-24 18:57","2020-05-24 18:57",5/24/2020,,,0,0,2,0,82.69%,710,96.41%,6000,131,Infernape,,0,6.03%,3849,89.41%,220000,369,Infernape,,0
154,Glameow,,431,♀,644,93,13,7,0,44.4,27.0,27.0,,,,"2020-05-24 18:57","2020-05-24 18:57",5/24/2020,,,0,0,1,0,16.56%,3418,93.15%,18000,66,Purugly,,0,38.83%,2506,86.05%,178000,256,Purugly,,0
155,Piplup,,393,♂,552,91,12,0,11,51.1,20.0,20.0,,,,"2020-05-24 18:57","2020-05-24 18:57",5/24/2020,,,0,0,1,0,15.95%,3443,92.55%,161000,185,Prinplup,,0,20.22%,3268,94.80%,123000,239,Empoleon,,0
156,Seviper,,336,♀,1494,125,11,6,4,46.7,27.0,27.0,Iron Tail,Wrap,,"2020-05-24 18:16","2020-05-24 18:16",5/24/2020,,,0,0,0,0,29.33%,2895,93.95%,0,0,Seviper,,0,,,,,,,,
157,Snover,,459,♀,664,97,14,6,0,44.4,22.0,22.0,,,,"2020-05-24 17:38","2020-05-24 17:38",5/24/2020,,,0,0,1,0,6.96%,3811,92.53%,9500,59,Abomasnow,,0,41.25%,2407,87.84%,214000,288,Abomasnow,,0
158,Hippopotas,,449,♂,587,96,1,7,2,22.2,18.0,18.0,,,,"2020-05-24 17:38","2020-05-24 17:38",5/24/2020,,,0,0,5,0,92.60%,304,97.60%,4400,54,Hippowdon,,0,,,,,,,,
159,Chimchar,,390,♂,472,77,7,1,0,17.8,21.0,21.0,,,,"2020-05-24 17:35","2020-05-24 17:35",5/24/2020,,,0,0,2,0,40.20%,2450,94.36%,6000,131,Infernape,,0,2.32%,4001,87.99%,220000,369,Infernape,,0
160,Pinsir,,127,♂,2384,126,11,3,10,53.3,30.0,30.0,Bug Bite,Close Combat,,"2020-05-24 17:09","2020-05-24 17:09",5/24/2020,,,0,0,0,0,,,,,,,,,23.22%,3145,95.02%,28000,26,Pinsir,,0
161,Seedot,,273,♀,329,84,0,9,6,33.3,25.0,25.0,,,,"2020-05-24 17:08","2020-05-24 17:08",5/24/2020,,,0,0,2,0,86.52%,553,96.90%,0,125,Shiftry,,0,27.67%,2963,85.36%,194000,345,Shiftry,,0
162,Pinsir,,127,♂,2038,116,12,10,11,73.3,25.0,25.0,Fury Cutter,Vise Grip,,"2020-05-24 17:08","2020-05-24 17:08",5/24/2020,,,0,0,0,0,,,,,,,,,45.59%,2229,95.89%,54000,46,Pinsir,,0
163,Seedot,,273,♂,338,83,3,7,5,33.3,25.0,25.0,,,,"2020-05-24 17:08","2020-05-24 17:08",5/24/2020,,,0,0,2,0,75.31%,1012,96.16%,0,125,Shiftry,,0,23.44%,3136,84.80%,194000,345,Shiftry,,0
164,Seedot,,273,♀,346,85,7,11,13,68.9,23.0,23.0,,,,"2020-05-24 17:07","2020-05-24 17:07",5/24/2020,,,0,0,2,0,67.01%,1352,95.72%,3500,128,Shiftry,,0,83.66%,670,92.38%,208000,357,Shiftry,,0
165,Wobbuffet,,202,♀,191,148,4,8,13,55.6,8.0,8.0,,,,"2020-05-24 17:07","2020-05-24 17:07",5/24/2020,,,0,1,0,0,58.36%,1706,84.36%,177600,213,Wobbuffet,,2,58.36%,1706,84.36%,177600,213,Wobbuffet,,2
166,Magnemite,,81,,259,36,3,2,5,22.2,8.0,8.0,,,,"2020-05-24 17:07","2020-05-24 17:07",5/24/2020,,,0,1,0,0,57.02%,1761,95.09%,35050,179,Magnezone,,1,33.87%,2709,94.99%,38100,149,Magnezone,,2
167,Seedot,,273,♀,330,79,7,4,1,26.7,24.0,24.0,,,,"2020-05-24 15:34","2020-05-24 15:34",5/24/2020,,,0,0,2,0,24.52%,3092,93.72%,7000,131,Shiftry,,0,11.62%,3620,82.93%,201000,351,Shiftry,,0
168,Seedot,,273,♀,340,87,5,0,11,35.6,25.0,25.0,,,,"2020-05-24 15:34","2020-05-24 15:34",5/24/2020,,,0,0,2,0,38.12%,2535,94.40%,0,125,Shiftry,,0,14.07%,3520,83.38%,194000,345,Shiftry,,0
169,Seedot,,273,♂,355,88,6,9,15,66.7,24.0,24.0,,,,"2020-05-24 15:33","2020-05-24 15:33",5/24/2020,,,0,0,5,0,95.34%,192,97.84%,0,125,Shiftry,,0,78.58%,878,91.59%,201000,351,Shiftry,,0
170,Seedot,,273,♂,327,81,1,3,0,8.9,26.0,26.0,,,,"2020-05-24 15:33","2020-05-24 15:33",5/24/2020,,,0,0,5,0,70.94%,1191,95.92%,0,125,Shiftry,,0,1.12%,4050,79.39%,186000,339,Shiftry,,0
171,Seedot,,273,♂,321,81,4,3,5,26.7,24.0,24.0,,,,"2020-05-24 15:33","2020-05-24 15:33",5/24/2020,,,0,0,2,0,22.64%,3169,93.61%,7000,131,Shiftry,,0,9.77%,3696,82.56%,201000,351,Shiftry,,0
172,Seedot,,273,♂,395,88,15,3,13,68.9,25.0,25.0,,,,"2020-05-24 15:33","2020-05-24 15:33",5/24/2020,,,0,0,1,0,66.54%,1371,86.50%,194000,245,Nuzleaf,,0,68.18%,1304,90.13%,194000,345,Shiftry,,0
173,Bulbasaur,,1,♂,855,99,5,4,5,31.1,33.0,33.0,,,,"2020-05-24 15:33","2020-05-24 15:33",5/24/2020,,,0,0,1,0,54.60%,1860,94.96%,116000,175,Ivysaur,,0,27.08%,2987,94.24%,116000,275,Venusaur,,0
174,Bulbasaur,,1,♂,946,105,11,5,10,57.8,35.0,35.0,,,,"2020-05-24 15:32","2020-05-24 15:32",5/24/2020,,,0,0,1,0,28.45%,2931,93.61%,16000,45,Ivysaur,,0,51.72%,1978,95.35%,50000,189,Venusaur,,0
175,Nidoran♂,,32,♂,511,85,14,12,6,71.1,22.0,22.0,,,,"2020-05-24 15:32","2020-05-24 15:32",5/24/2020,,,0,0,1,0,90.43%,393,91.95%,214000,263,Nidorino,,0,86.89%,538,96.21%,214000,363,Nidoking,,0
176,Seedot,,273,♂,297,77,4,0,1,11.1,23.0,23.0,,,,"2020-05-24 15:31","2020-05-24 15:31",5/24/2020,,,0,0,1,0,7.91%,3772,92.51%,18000,140,Shiftry,,0,0.83%,4062,79.11%,208000,357,Shiftry,,0
177,Seedot,,273,♀,314,80,1,3,0,8.9,25.0,25.0,,,,"2020-05-24 15:31","2020-05-24 15:31",5/24/2020,,,0,0,2,0,70.94%,1191,95.92%,8000,131,Shiftry,,0,1.12%,4050,79.39%,194000,345,Shiftry,,0
178,Surskit,,283,♀,477,84,12,6,12,66.7,23.0,23.0,,,,"2020-05-24 12:51","2020-05-24 12:51",5/24/2020,2.69kg,0.61m,0,0,2,3500,25.15%,3066,93.32%,7000,56,Masquerain,,0,79.68%,833,91.91%,208000,282,Masquerain,,0
179,Seedot,,273,♀,332,82,12,2,12,57.8,22.0,22.0,,,,"2020-05-24 12:25","2020-05-24 12:25",5/24/2020,,,0,0,1,0,29.23%,2899,93.95%,13000,137,Shiftry,,0,51.58%,1984,88.16%,214000,363,Shiftry,,0
180,Seedot,,273,♂,355,79,10,9,2,46.7,24.0,24.0,,,,"2020-05-24 12:25","2020-05-24 12:25",5/24/2020,,,0,0,2,0,21.49%,3216,93.54%,0,125,Shiftry,,0,50.38%,2033,88.03%,201000,351,Shiftry,,0
181,Seedot,,273,♀,330,87,3,4,14,46.7,24.0,24.0,,,,"2020-05-24 11:46","2020-05-24 11:46",5/24/2020,,,0,0,2,0,57.78%,1730,95.29%,3500,128,Shiftry,,0,35.14%,2657,86.29%,201000,351,Shiftry,,0
182,Snover,,459,♀,707,108,11,5,15,68.9,23.0,23.0,,,,"2020-05-24 10:33","2020-05-24 10:33",5/24/2020,,,0,0,2,0,25.74%,3042,93.89%,0,50,Abomasnow,,0,81.12%,774,92.27%,208000,282,Abomasnow,,0
183,Chimchar,,390,♂,416,80,1,5,15,46.7,18.0,18.0,,,,"2020-05-24 10:29","2020-05-24 10:29",5/24/2020,,,0,0,1,0,66.84%,1359,95.55%,14400,137,Infernape,,0,61.05%,1596,95.26%,234400,381,Infernape,,0
184,Chimchar,,390,♂,496,80,8,12,8,62.2,20.0,20.0,,,,"2020-05-24 10:23","2020-05-24 10:23",5/24/2020,,,0,0,2,0,66.67%,1366,95.54%,2500,127,Infernape,,0,,,,,,,,
185,Blissey,,242,♀,1473,297,12,10,8,66.7,19.5,19.5,Pound,Hyper Beam,,"2020-05-24 09:40","2020-05-24 09:40",2/16/2020,,,0,0,1,2500,17.92%,3362,92.69%,0,0,Blissey,,0,,,,,,,,
186,Jolteon,,135,♂,1180,89,10,10,10,66.7,15.0,15.0,Volt Switch,Thunderbolt,,"2020-05-24 09:24","2020-05-24 09:24",5/24/2020,30.56kg,0.87m,0,0,0,1900,76.12%,979,95.80%,16400,16,Jolteon,,0,72.36%,1133,96.38%,137400,126,Jolteon,,0
187,Shinx,,403,♂,365,73,13,13,15,91.1,15.0,15.0,,,,"2020-05-24 09:24","2020-05-24 09:24",5/24/2020,,,0,0,0,0,99.29%,30,97.05%,246400,293,Luxio,,0,56.61%,1778,96.16%,106400,219,Luxray,,0
188,Altaria,,334,♂,1500,138,1,10,10,46.7,29.5,29.5,Dragon Breath,Sky Attack,,"2020-05-23 22:17","2020-05-23 22:17",5/8/2020,22.66kg,1.05m,0,0,0,0,98.83%,49,98.40%,0,0,Altaria,,0,,,,,,,,
189,Starly,,396,♀,617,100,13,13,15,91.1,32.0,32.0,,,,"2020-05-23 22:10","2020-05-23 22:10",5/23/2020,,,0,0,5,0,99.32%,29,96.91%,128000,187,Staravia,,0,67.45%,1334,96.76%,6000,131,Staraptor,,0
190,Bidoof,,399,♂,636,125,15,10,13,84.4,34.0,34.0,,,,"2020-05-23 22:10","2020-05-23 22:10",5/23/2020,,,0,0,1,0,96.97%,125,93.60%,102000,134,Bidoof,,0,96.09%,161,95.07%,102000,184,Bibarel,,0
191,Piplup,,393,♂,813,112,12,1,14,60.0,29.0,29.0,,,,"2020-05-23 22:10","2020-05-23 22:10",5/23/2020,,,0,0,1,0,39.39%,2483,93.90%,88000,117,Prinplup,,0,28.52%,2928,95.16%,51000,173,Empoleon,,0
192,Starly,,396,♂,565,95,8,6,5,42.2,35.0,35.0,,,,"2020-05-23 22:10","2020-05-23 22:10",5/23/2020,,,0,0,1,0,35.46%,2644,82.13%,88000,143,Staravia,,0,25.74%,3042,95.14%,32000,165,Staraptor,,0
193,Glameow,,431,♂,646,96,13,5,4,48.9,27.0,27.0,,,,"2020-05-23 22:09","2020-05-23 22:09",5/23/2020,,,0,0,1,0,30.77%,2836,94.02%,18000,66,Purugly,,0,44.37%,2279,86.67%,178000,256,Purugly,,0
194,Hippopotas,,449,♀,595,94,15,9,8,71.1,16.0,16.0,,,,"2020-05-23 22:09","2020-05-23 22:09",5/23/2020,,,0,0,2,0,64.22%,1466,95.71%,6000,56,Hippowdon,,0,14.95%,3484,94.35%,82600,124,Hippowdon,,0
195,Bidoof,,399,♂,595,127,8,8,15,68.9,35.0,35.0,,,,"2020-05-23 22:09","2020-05-23 22:09",5/23/2020,,,0,0,1,0,74.85%,1031,85.26%,88000,118,Bidoof,,0,80.51%,799,91.03%,88000,168,Bibarel,,0
196,Bidoof,,399,♂,622,123,11,13,9,73.3,35.0,35.0,,,,"2020-05-23 22:09","2020-05-23 22:09",5/23/2020,,,0,0,1,0,92.48%,309,90.78%,88000,118,Bidoof,,0,91.21%,361,93.27%,88000,168,Bibarel,,0
197,Ponyta,,77,♀,931,88,12,12,11,77.8,20.0,20.0,,,,"2020-05-23 22:09","2020-05-23 22:09",5/23/2020,,,0,0,0,0,82.71%,709,96.20%,11000,60,Rapidash,Normal,0,93.72%,258,94.90%,225000,298,Rapidash,Normal,0
198,Piplup,,393,♂,499,83,5,8,2,33.3,19.0,19.0,,,,"2020-05-23 22:09","2020-05-23 22:09",5/23/2020,,,0,0,2,0,59.39%,1664,94.92%,220000,262,Prinplup,,0,39.49%,2479,95.60%,158000,279,Empoleon,,0
199,Snover,,459,♀,651,99,4,9,1,31.1,23.0,23.0,,,,"2020-05-23 22:09","2020-05-23 22:09",5/23/2020,,,0,0,1,0,53.11%,1921,95.20%,10500,59,Abomasnow,,0,19.07%,3315,85.31%,208000,282,Abomasnow,,0
200,Glameow,,431,♂,683,103,9,15,14,84.4,27.0,27.0,,,,"2020-05-23 22:09","2020-05-23 22:09",5/23/2020,,,0,0,2,0,64.91%,1438,95.74%,4500,54,Purugly,,0,98.00%,83,96.14%,178000,256,Purugly,,0
201,Starly,,396,♂,314,73,4,9,10,51.1,18.0,18.0,,,,"2020-05-23 22:09","2020-05-23 22:09",5/23/2020,,,0,0,1,0,94.33%,233,97.48%,9400,133,Staraptor,,0,77.85%,908,97.21%,170400,293,Staraptor,,0
202,Eevee,,133,♂,445,81,15,10,12,82.2,15.0,15.0,,,,"2020-05-23 22:08","2020-05-23 22:08",5/23/2020,,,0,0,0,0,64.84%,1441,95.21%,14200,39,Jolteon,,0,47.08%,2168,95.61%,81900,99,Glaceon,,0
203,Snover,,459,♂,754,111,6,12,12,66.7,25.0,25.0,,,,"2020-05-23 22:08","2020-05-23 22:08",5/23/2020,,,0,0,1,0,78.71%,873,88.72%,194000,220,Snover,,0,83.00%,697,92.61%,194000,270,Abomasnow,,0
204,Snover,,459,♂,627,94,14,12,4,66.7,20.0,20.0,,,,"2020-05-23 22:08","2020-05-23 22:08",5/23/2020,,,0,0,1,0,39.44%,2481,94.57%,17000,66,Abomasnow,,0,84.00%,656,92.73%,225000,298,Abomasnow,,0
205,Snover,,459,♀,743,107,15,3,10,62.2,24.0,24.0,,,,"2020-05-23 22:08","2020-05-23 22:08",5/23/2020,,,0,0,1,0,70.96%,1190,87.31%,201000,226,Snover,,0,70.40%,1213,90.94%,201000,276,Abomasnow,,0
206,Chimchar,,390,♀,437,75,5,14,6,55.6,18.0,18.0,,,,"2020-05-23 22:08","2020-05-23 22:08",5/23/2020,,,0,0,1,0,45.98%,2213,94.62%,11900,135,Infernape,,0,84.47%,637,96.61%,224400,366,Infernape,,0
