id,atk,def,sta,percent,,,,,,,,
"14,8,6",14,08,06,62,,14,08,06,140806,140806,140806,14;08;06
"14,8,5",14,08,05,60,,14,08,05,140805,140805,140805,14;08;05
"14,8,4",14,08,04,58,,14,08,04,140804,140804,140804,14;08;04
"14,8,3",14,08,03,56,,14,08,03,140803,140803,140803,14;08;03
"14,8,2",14,08,02,53,,14,08,02,140802,140802,140802,14;08;02
"14,8,1",14,08,01,51,,14,08,01,140801,140801,140801,14;08;01
"14,8,0",14,08,00,49,,14,08,00,140800,140800,140800,14;08;00
"14,7,15",14,07,15,80,,14,07,15,140715,140715,140715,14;07;15
"14,7,14",14,07,14,78,,14,07,14,140714,140714,140714,14;07;14
"14,7,13",14,07,13,76,,14,07,13,140713,140713,140713,14;07;13
"14,7,12",14,07,12,73,,14,07,12,140712,140712,140712,14;07;12
"14,7,11",14,07,11,71,,14,07,11,140711,140711,140711,14;07;11
"14,7,10",14,07,10,69,,14,07,10,140710,140710,140710,14;07;10
"14,7,9",14,07,09,67,,14,07,09,140709,140709,140709,14;07;09
"14,7,8",14,07,08,64,,14,07,08,140708,140708,140708,14;07;08
"14,7,7",14,07,07,62,,14,07,07,140707,140707,140707,14;07;07
"14,7,6",14,07,06,60,,14,07,06,140706,140706,140706,14;07;06
"14,7,5",14,07,05,58,,14,07,05,140705,140705,140705,14;07;05
"14,7,4",14,07,04,56,,14,07,04,140704,140704,140704,14;07;04
"14,7,3",14,07,03,53,,14,07,03,140703,140703,140703,14;07;03
"14,7,2",14,07,02,51,,14,07,02,140702,140702,140702,14;07;02
"14,7,1",14,07,01,49,,14,07,01,140701,140701,140701,14;07;01
"14,7,0",14,07,00,47,,14,07,00,140700,140700,140700,14;07;00
"14,6,15",14,06,15,78,,14,06,15,140615,140615,140615,14;06;15
"14,6,14",14,06,14,76,,14,06,14,140614,140614,140614,14;06;14
"14,6,13",14,06,13,73,,14,06,13,140613,140613,140613,14;06;13
"14,6,12",14,06,12,71,,14,06,12,140612,140612,140612,14;06;12
"14,6,11",14,06,11,69,,14,06,11,140611,140611,140611,14;06;11
"14,6,10",14,06,10,67,,14,06,10,140610,140610,140610,14;06;10
"14,6,9",14,06,09,64,,14,06,09,140609,140609,140609,14;06;09
"14,6,8",14,06,08,62,,14,06,08,140608,140608,140608,14;06;08
"14,6,7",14,06,07,60,,14,06,07,140607,140607,140607,14;06;07
"14,6,6",14,06,06,58,,14,06,06,140606,140606,140606,14;06;06
"14,6,5",14,06,05,56,,14,06,05,140605,140605,140605,14;06;05
"14,6,4",14,06,04,53,,14,06,04,140604,140604,140604,14;06;04
"14,6,3",14,06,03,51,,14,06,03,140603,140603,140603,14;06;03
"14,6,2",14,06,02,49,,14,06,02,140602,140602,140602,14;06;02
"14,6,1",14,06,01,47,,14,06,01,140601,140601,140601,14;06;01
"14,6,0",14,06,00,44,,14,06,00,140600,140600,140600,14;06;00
"14,5,15",14,05,15,76,,14,05,15,140515,140515,140515,14;05;15
"14,5,14",14,05,14,73,,14,05,14,140514,140514,140514,14;05;14
"14,5,13",14,05,13,71,,14,05,13,140513,140513,140513,14;05;13
"14,5,12",14,05,12,69,,14,05,12,140512,140512,140512,14;05;12
"14,5,11",14,05,11,67,,14,05,11,140511,140511,140511,14;05;11
"14,5,10",14,05,10,64,,14,05,10,140510,140510,140510,14;05;10
"14,5,9",14,05,09,62,,14,05,09,140509,140509,140509,14;05;09
"14,5,8",14,05,08,60,,14,05,08,140508,140508,140508,14;05;08
"14,5,7",14,05,07,58,,14,05,07,140507,140507,140507,14;05;07
"14,5,6",14,05,06,56,,14,05,06,140506,140506,140506,14;05;06
"14,5,5",14,05,05,53,,14,05,05,140505,140505,140505,14;05;05
"14,5,4",14,05,04,51,,14,05,04,140504,140504,140504,14;05;04
"14,5,3",14,05,03,49,,14,05,03,140503,140503,140503,14;05;03
"14,5,2",14,05,02,47,,14,05,02,140502,140502,140502,14;05;02
"14,5,1",14,05,01,44,,14,05,01,140501,140501,140501,14;05;01
"14,5,0",14,05,00,42,,14,05,00,140500,140500,140500,14;05;00
"14,4,15",14,04,15,73,,14,04,15,140415,140415,140415,14;04;15
"14,4,14",14,04,14,71,,14,04,14,140414,140414,140414,14;04;14
"14,4,13",14,04,13,69,,14,04,13,140413,140413,140413,14;04;13
"14,4,12",14,04,12,67,,14,04,12,140412,140412,140412,14;04;12
"14,4,11",14,04,11,64,,14,04,11,140411,140411,140411,14;04;11
"14,4,10",14,04,10,62,,14,04,10,140410,140410,140410,14;04;10
"14,4,9",14,04,09,60,,14,04,09,140409,140409,140409,14;04;09
"14,4,8",14,04,08,58,,14,04,08,140408,140408,140408,14;04;08
"14,4,7",14,04,07,56,,14,04,07,140407,140407,140407,14;04;07
"14,4,6",14,04,06,53,,14,04,06,140406,140406,140406,14;04;06
"14,4,5",14,04,05,51,,14,04,05,140405,140405,140405,14;04;05
"14,4,4",14,04,04,49,,14,04,04,140404,140404,140404,14;04;04
"14,4,3",14,04,03,47,,14,04,03,140403,140403,140403,14;04;03
"14,4,2",14,04,02,44,,14,04,02,140402,140402,140402,14;04;02
"14,4,1",14,04,01,42,,14,04,01,140401,140401,140401,14;04;01
"14,4,0",14,04,00,40,,14,04,00,140400,140400,140400,14;04;00
"14,3,15",14,03,15,71,,14,03,15,140315,140315,140315,14;03;15
"14,3,14",14,03,14,69,,14,03,14,140314,140314,140314,14;03;14
"14,3,13",14,03,13,67,,14,03,13,140313,140313,140313,14;03;13
"14,3,12",14,03,12,64,,14,03,12,140312,140312,140312,14;03;12
"14,3,11",14,03,11,62,,14,03,11,140311,140311,140311,14;03;11
"14,3,10",14,03,10,60,,14,03,10,140310,140310,140310,14;03;10
"14,3,9",14,03,09,58,,14,03,09,140309,140309,140309,14;03;09
"14,3,8",14,03,08,56,,14,03,08,140308,140308,140308,14;03;08
"14,3,7",14,03,07,53,,14,03,07,140307,140307,140307,14;03;07
"14,3,6",14,03,06,51,,14,03,06,140306,140306,140306,14;03;06
"14,3,5",14,03,05,49,,14,03,05,140305,140305,140305,14;03;05
"14,3,4",14,03,04,47,,14,03,04,140304,140304,140304,14;03;04
"14,3,3",14,03,03,44,,14,03,03,140303,140303,140303,14;03;03
"14,3,2",14,03,02,42,,14,03,02,140302,140302,140302,14;03;02
"14,3,1",14,03,01,40,,14,03,01,140301,140301,140301,14;03;01
"14,3,0",14,03,00,38,,14,03,00,140300,140300,140300,14;03;00
"14,2,15",14,02,15,69,,14,02,15,140215,140215,140215,14;02;15
"14,2,14",14,02,14,67,,14,02,14,140214,140214,140214,14;02;14
"14,2,13",14,02,13,64,,14,02,13,140213,140213,140213,14;02;13
"14,2,12",14,02,12,62,,14,02,12,140212,140212,140212,14;02;12
"14,2,11",14,02,11,60,,14,02,11,140211,140211,140211,14;02;11
"14,2,10",14,02,10,58,,14,02,10,140210,140210,140210,14;02;10
"14,2,9",14,02,09,56,,14,02,09,140209,140209,140209,14;02;09
"14,2,8",14,02,08,53,,14,02,08,140208,140208,140208,14;02;08
"14,2,7",14,02,07,51,,14,02,07,140207,140207,140207,14;02;07
"14,2,6",14,02,06,49,,14,02,06,140206,140206,140206,14;02;06
"14,2,5",14,02,05,47,,14,02,05,140205,140205,140205,14;02;05
"14,2,4",14,02,04,44,,14,02,04,140204,140204,140204,14;02;04
"14,2,3",14,02,03,42,,14,02,03,140203,140203,140203,14;02;03
"14,2,2",14,02,02,40,,14,02,02,140202,140202,140202,14;02;02
"14,2,1",14,02,01,38,,14,02,01,140201,140201,140201,14;02;01
"14,2,0",14,02,00,36,,14,02,00,140200,140200,140200,14;02;00
"14,1,15",14,01,15,67,,14,01,15,140115,140115,140115,14;01;15
"14,1,14",14,01,14,64,,14,01,14,140114,140114,140114,14;01;14
"14,1,13",14,01,13,62,,14,01,13,140113,140113,140113,14;01;13
"14,1,12",14,01,12,60,,14,01,12,140112,140112,140112,14;01;12
"14,1,11",14,01,11,58,,14,01,11,140111,140111,140111,14;01;11
"14,1,10",14,01,10,56,,14,01,10,140110,140110,140110,14;01;10
"14,1,9",14,01,09,53,,14,01,09,140109,140109,140109,14;01;09
"14,1,8",14,01,08,51,,14,01,08,140108,140108,140108,14;01;08
"14,1,7",14,01,07,49,,14,01,07,140107,140107,140107,14;01;07
"14,1,6",14,01,06,47,,14,01,06,140106,140106,140106,14;01;06
"14,1,5",14,01,05,44,,14,01,05,140105,140105,140105,14;01;05
"14,1,4",14,01,04,42,,14,01,04,140104,140104,140104,14;01;04
"14,1,3",14,01,03,40,,14,01,03,140103,140103,140103,14;01;03
"14,1,2",14,01,02,38,,14,01,02,140102,140102,140102,14;01;02
"14,1,1",14,01,01,36,,14,01,01,140101,140101,140101,14;01;01
"14,1,0",14,01,00,33,,14,01,00,140100,140100,140100,14;01;00
"14,0,15",14,00,15,64,,14,00,15,140015,140015,140015,14;00;15
"14,0,14",14,00,14,62,,14,00,14,140014,140014,140014,14;00;14
"14,0,13",14,00,13,60,,14,00,13,140013,140013,140013,14;00;13
"14,0,12",14,00,12,58,,14,00,12,140012,140012,140012,14;00;12
"14,0,11",14,00,11,56,,14,00,11,140011,140011,140011,14;00;11
"14,0,10",14,00,10,53,,14,00,10,140010,140010,140010,14;00;10
"14,0,9",14,00,09,51,,14,00,09,140009,140009,140009,14;00;09
"14,0,8",14,00,08,49,,14,00,08,140008,140008,140008,14;00;08
"14,0,7",14,00,07,47,,14,00,07,140007,140007,140007,14;00;07
"14,0,6",14,00,06,44,,14,00,06,140006,140006,140006,14;00;06
"14,0,5",14,00,05,42,,14,00,05,140005,140005,140005,14;00;05
"14,0,4",14,00,04,40,,14,00,04,140004,140004,140004,14;00;04
"14,0,3",14,00,03,38,,14,00,03,140003,140003,140003,14;00;03
"14,0,2",14,00,02,36,,14,00,02,140002,140002,140002,14;00;02
"14,0,1",14,00,01,33,,14,00,01,140001,140001,140001,14;00;01
"14,0,0",14,00,00,31,,14,00,00,140000,140000,140000,14;00;00
"13,15,15",13,15,15,96,,13,15,15,131515,131515,131515,13;15;15
"13,15,14",13,15,14,93,,13,15,14,131514,131514,131514,13;15;14
"13,15,13",13,15,13,91,,13,15,13,131513,131513,131513,13;15;13
"13,15,12",13,15,12,89,,13,15,12,131512,131512,131512,13;15;12
"13,15,11",13,15,11,87,,13,15,11,131511,131511,131511,13;15;11
"13,15,10",13,15,10,84,,13,15,10,131510,131510,131510,13;15;10
"13,15,9",13,15,09,82,,13,15,09,131509,131509,131509,13;15;09
"13,15,8",13,15,08,80,,13,15,08,131508,131508,131508,13;15;08
"13,15,7",13,15,07,78,,13,15,07,131507,131507,131507,13;15;07
"13,15,6",13,15,06,76,,13,15,06,131506,131506,131506,13;15;06
"13,15,5",13,15,05,73,,13,15,05,131505,131505,131505,13;15;05
"13,15,4",13,15,04,71,,13,15,04,131504,131504,131504,13;15;04
"13,15,3",13,15,03,69,,13,15,03,131503,131503,131503,13;15;03
"13,15,2",13,15,02,67,,13,15,02,131502,131502,131502,13;15;02
"13,15,1",13,15,01,64,,13,15,01,131501,131501,131501,13;15;01
"13,15,0",13,15,00,62,,13,15,00,131500,131500,131500,13;15;00
"13,14,15",13,14,15,93,,13,14,15,131415,131415,131415,13;14;15
"13,14,14",13,14,14,91,,13,14,14,131414,131414,131414,13;14;14
"13,14,13",13,14,13,89,,13,14,13,131413,131413,131413,13;14;13
"13,14,12",13,14,12,87,,13,14,12,131412,131412,131412,13;14;12
"13,14,11",13,14,11,84,,13,14,11,131411,131411,131411,13;14;11
"13,14,10",13,14,10,82,,13,14,10,131410,131410,131410,13;14;10
"13,14,9",13,14,09,80,,13,14,09,131409,131409,131409,13;14;09
"13,14,8",13,14,08,78,,13,14,08,131408,131408,131408,13;14;08
"13,14,7",13,14,07,76,,13,14,07,131407,131407,131407,13;14;07
"13,14,6",13,14,06,73,,13,14,06,131406,131406,131406,13;14;06
"13,14,5",13,14,05,71,,13,14,05,131405,131405,131405,13;14;05
"13,14,4",13,14,04,69,,13,14,04,131404,131404,131404,13;14;04
"13,14,3",13,14,03,67,,13,14,03,131403,131403,131403,13;14;03
"13,14,2",13,14,02,64,,13,14,02,131402,131402,131402,13;14;02
"13,14,1",13,14,01,62,,13,14,01,131401,131401,131401,13;14;01
"13,14,0",13,14,00,60,,13,14,00,131400,131400,131400,13;14;00
"13,13,15",13,13,15,91,,13,13,15,131315,131315,131315,13;13;15
"13,13,14",13,13,14,89,,13,13,14,131314,131314,131314,13;13;14
"13,13,13",13,13,13,87,,13,13,13,131313,131313,131313,13;13;13
"13,13,12",13,13,12,84,,13,13,12,131312,131312,131312,13;13;12
"13,13,11",13,13,11,82,,13,13,11,131311,131311,131311,13;13;11
"13,13,10",13,13,10,80,,13,13,10,131310,131310,131310,13;13;10
"13,13,9",13,13,09,78,,13,13,09,131309,131309,131309,13;13;09
"13,13,8",13,13,08,76,,13,13,08,131308,131308,131308,13;13;08
"13,13,7",13,13,07,73,,13,13,07,131307,131307,131307,13;13;07
"13,13,6",13,13,06,71,,13,13,06,131306,131306,131306,13;13;06
"13,13,5",13,13,05,69,,13,13,05,131305,131305,131305,13;13;05
"13,13,4",13,13,04,67,,13,13,04,131304,131304,131304,13;13;04
"13,13,3",13,13,03,64,,13,13,03,131303,131303,131303,13;13;03
"13,13,2",13,13,02,62,,13,13,02,131302,131302,131302,13;13;02
"13,13,1",13,13,01,60,,13,13,01,131301,131301,131301,13;13;01
"13,13,0",13,13,00,58,,13,13,00,131300,131300,131300,13;13;00
"13,12,15",13,12,15,89,,13,12,15,131215,131215,131215,13;12;15
"13,12,14",13,12,14,87,,13,12,14,131214,131214,131214,13;12;14
"13,12,13",13,12,13,84,,13,12,13,131213,131213,131213,13;12;13
"13,12,12",13,12,12,82,,13,12,12,131212,131212,131212,13;12;12
"13,12,11",13,12,11,80,,13,12,11,131211,131211,131211,13;12;11
"13,12,10",13,12,10,78,,13,12,10,131210,131210,131210,13;12;10
"13,12,9",13,12,09,76,,13,12,09,131209,131209,131209,13;12;09
"13,12,8",13,12,08,73,,13,12,08,131208,131208,131208,13;12;08
"13,12,7",13,12,07,71,,13,12,07,131207,131207,131207,13;12;07
"13,12,6",13,12,06,69,,13,12,06,131206,131206,131206,13;12;06
"13,12,5",13,12,05,67,,13,12,05,131205,131205,131205,13;12;05
"13,12,4",13,12,04,64,,13,12,04,131204,131204,131204,13;12;04
"13,12,3",13,12,03,62,,13,12,03,131203,131203,131203,13;12;03
"13,12,2",13,12,02,60,,13,12,02,131202,131202,131202,13;12;02
"13,12,1",13,12,01,58,,13,12,01,131201,131201,131201,13;12;01
"13,12,0",13,12,00,56,,13,12,00,131200,131200,131200,13;12;00
"13,11,15",13,11,15,87,,13,11,15,131115,131115,131115,13;11;15
"13,11,14",13,11,14,84,,13,11,14,131114,131114,131114,13;11;14
"13,11,13",13,11,13,82,,13,11,13,131113,131113,131113,13;11;13
"13,11,12",13,11,12,80,,13,11,12,131112,131112,131112,13;11;12
"13,11,11",13,11,11,78,,13,11,11,131111,131111,131111,13;11;11
"13,11,10",13,11,10,76,,13,11,10,131110,131110,131110,13;11;10
"13,11,9",13,11,09,73,,13,11,09,131109,131109,131109,13;11;09
"13,11,8",13,11,08,71,,13,11,08,131108,131108,131108,13;11;08
"13,11,7",13,11,07,69,,13,11,07,131107,131107,131107,13;11;07
"13,11,6",13,11,06,67,,13,11,06,131106,131106,131106,13;11;06
"13,11,5",13,11,05,64,,13,11,05,131105,131105,131105,13;11;05
"13,11,4",13,11,04,62,,13,11,04,131104,131104,131104,13;11;04
"13,11,3",13,11,03,60,,13,11,03,131103,131103,131103,13;11;03
"13,11,2",13,11,02,58,,13,11,02,131102,131102,131102,13;11;02
"13,11,1",13,11,01,56,,13,11,01,131101,131101,131101,13;11;01
"13,11,0",13,11,00,53,,13,11,00,131100,131100,131100,13;11;00
"13,10,15",13,10,15,84,,13,10,15,131015,131015,131015,13;10;15
"13,10,14",13,10,14,82,,13,10,14,131014,131014,131014,13;10;14
"13,10,13",13,10,13,80,,13,10,13,131013,131013,131013,13;10;13
"13,10,12",13,10,12,78,,13,10,12,131012,131012,131012,13;10;12
"13,10,11",13,10,11,76,,13,10,11,131011,131011,131011,13;10;11
"13,10,10",13,10,10,73,,13,10,10,131010,131010,131010,13;10;10
"13,10,9",13,10,09,71,,13,10,09,131009,131009,131009,13;10;09
"13,10,8",13,10,08,69,,13,10,08,131008,131008,131008,13;10;08
"13,10,7",13,10,07,67,,13,10,07,131007,131007,131007,13;10;07
"13,10,6",13,10,06,64,,13,10,06,131006,131006,131006,13;10;06
"13,10,5",13,10,05,62,,13,10,05,131005,131005,131005,13;10;05
"13,10,4",13,10,04,60,,13,10,04,131004,131004,131004,13;10;04
"13,10,3",13,10,03,58,,13,10,03,131003,131003,131003,13;10;03
"13,10,2",13,10,02,56,,13,10,02,131002,131002,131002,13;10;02
"13,10,1",13,10,01,53,,13,10,01,131001,131001,131001,13;10;01
"13,10,0",13,10,00,51,,13,10,00,131000,131000,131000,13;10;00
"13,9,15",13,09,15,82,,13,09,15,130915,130915,130915,13;09;15
"13,9,14",13,09,14,80,,13,09,14,130914,130914,130914,13;09;14
"13,9,13",13,09,13,78,,13,09,13,130913,130913,130913,13;09;13
"13,9,12",13,09,12,76,,13,09,12,130912,130912,130912,13;09;12
"13,9,11",13,09,11,73,,13,09,11,130911,130911,130911,13;09;11
"13,9,10",13,09,10,71,,13,09,10,130910,130910,130910,13;09;10
"13,9,9",13,09,09,69,,13,09,09,130909,130909,130909,13;09;09
"13,9,8",13,09,08,67,,13,09,08,130908,130908,130908,13;09;08
"13,9,7",13,09,07,64,,13,09,07,130907,130907,130907,13;09;07
"13,9,6",13,09,06,62,,13,09,06,130906,130906,130906,13;09;06
"13,9,5",13,09,05,60,,13,09,05,130905,130905,130905,13;09;05
"13,9,4",13,09,04,58,,13,09,04,130904,130904,130904,13;09;04
"13,9,3",13,09,03,56,,13,09,03,130903,130903,130903,13;09;03
"13,9,2",13,09,02,53,,13,09,02,130902,130902,130902,13;09;02
"13,9,1",13,09,01,51,,13,09,01,130901,130901,130901,13;09;01
"13,9,0",13,09,00,49,,13,09,00,130900,130900,130900,13;09;00
"13,8,15",13,08,15,80,,13,08,15,130815,130815,130815,13;08;15
"13,8,14",13,08,14,78,,13,08,14,130814,130814,130814,13;08;14
"13,8,13",13,08,13,76,,13,08,13,130813,130813,130813,13;08;13
"13,8,12",13,08,12,73,,13,08,12,130812,130812,130812,13;08;12
"13,8,11",13,08,11,71,,13,08,11,130811,130811,130811,13;08;11
"13,8,10",13,08,10,69,,13,08,10,130810,130810,130810,13;08;10
"13,8,9",13,08,09,67,,13,08,09,130809,130809,130809,13;08;09
"13,8,8",13,08,08,64,,13,08,08,130808,130808,130808,13;08;08
"13,8,7",13,08,07,62,,13,08,07,130807,130807,130807,13;08;07
"13,8,6",13,08,06,60,,13,08,06,130806,130806,130806,13;08;06
"13,8,5",13,08,05,58,,13,08,05,130805,130805,130805,13;08;05
"13,8,4",13,08,04,56,,13,08,04,130804,130804,130804,13;08;04
"13,8,3",13,08,03,53,,13,08,03,130803,130803,130803,13;08;03
"13,8,2",13,08,02,51,,13,08,02,130802,130802,130802,13;08;02
"13,8,1",13,08,01,49,,13,08,01,130801,130801,130801,13;08;01
"13,8,0",13,08,00,47,,13,08,00,130800,130800,130800,13;08;00
"13,7,15",13,07,15,78,,13,07,15,130715,130715,130715,13;07;15
"13,7,14",13,07,14,76,,13,07,14,130714,130714,130714,13;07;14
"13,7,13",13,07,13,73,,13,07,13,130713,130713,130713,13;07;13
"13,7,12",13,07,12,71,,13,07,12,130712,130712,130712,13;07;12
"13,7,11",13,07,11,69,,13,07,11,130711,130711,130711,13;07;11
"13,7,10",13,07,10,67,,13,07,10,130710,130710,130710,13;07;10
"13,7,9",13,07,09,64,,13,07,09,130709,130709,130709,13;07;09
"13,7,8",13,07,08,62,,13,07,08,130708,130708,130708,13;07;08
"13,7,7",13,07,07,60,,13,07,07,130707,130707,130707,13;07;07
"13,7,6",13,07,06,58,,13,07,06,130706,130706,130706,13;07;06
"13,7,5",13,07,05,56,,13,07,05,130705,130705,130705,13;07;05
"13,7,4",13,07,04,53,,13,07,04,130704,130704,130704,13;07;04
"13,7,3",13,07,03,51,,13,07,03,130703,130703,130703,13;07;03
"13,7,2",13,07,02,49,,13,07,02,130702,130702,130702,13;07;02
"13,7,1",13,07,01,47,,13,07,01,130701,130701,130701,13;07;01
"13,7,0",13,07,00,44,,13,07,00,130700,130700,130700,13;07;00
"13,6,15",13,06,15,76,,13,06,15,130615,130615,130615,13;06;15
"13,6,14",13,06,14,73,,13,06,14,130614,130614,130614,13;06;14
"13,6,13",13,06,13,71,,13,06,13,130613,130613,130613,13;06;13
"13,6,12",13,06,12,69,,13,06,12,130612,130612,130612,13;06;12
"13,6,11",13,06,11,67,,13,06,11,130611,130611,130611,13;06;11
"13,6,10",13,06,10,64,,13,06,10,130610,130610,130610,13;06;10
"13,6,9",13,06,09,62,,13,06,09,130609,130609,130609,13;06;09
"13,6,8",13,06,08,60,,13,06,08,130608,130608,130608,13;06;08
"13,6,7",13,06,07,58,,13,06,07,130607,130607,130607,13;06;07
"13,6,6",13,06,06,56,,13,06,06,130606,130606,130606,13;06;06
"13,6,5",13,06,05,53,,13,06,05,130605,130605,130605,13;06;05
"13,6,4",13,06,04,51,,13,06,04,130604,130604,130604,13;06;04
"13,6,3",13,06,03,49,,13,06,03,130603,130603,130603,13;06;03
"13,6,2",13,06,02,47,,13,06,02,130602,130602,130602,13;06;02
"13,6,1",13,06,01,44,,13,06,01,130601,130601,130601,13;06;01
"13,6,0",13,06,00,42,,13,06,00,130600,130600,130600,13;06;00
"13,5,15",13,05,15,73,,13,05,15,130515,130515,130515,13;05;15
"13,5,14",13,05,14,71,,13,05,14,130514,130514,130514,13;05;14
"13,5,13",13,05,13,69,,13,05,13,130513,130513,130513,13;05;13
"13,5,12",13,05,12,67,,13,05,12,130512,130512,130512,13;05;12
"13,5,11",13,05,11,64,,13,05,11,130511,130511,130511,13;05;11
"13,5,10",13,05,10,62,,13,05,10,130510,130510,130510,13;05;10
"13,5,9",13,05,09,60,,13,05,09,130509,130509,130509,13;05;09
"13,5,8",13,05,08,58,,13,05,08,130508,130508,130508,13;05;08
"13,5,7",13,05,07,56,,13,05,07,130507,130507,130507,13;05;07
"13,5,6",13,05,06,53,,13,05,06,130506,130506,130506,13;05;06
"13,5,5",13,05,05,51,,13,05,05,130505,130505,130505,13;05;05
"13,5,4",13,05,04,49,,13,05,04,130504,130504,130504,13;05;04
"13,5,3",13,05,03,47,,13,05,03,130503,130503,130503,13;05;03
"13,5,2",13,05,02,44,,13,05,02,130502,130502,130502,13;05;02
"13,5,1",13,05,01,42,,13,05,01,130501,130501,130501,13;05;01
"13,5,0",13,05,00,40,,13,05,00,130500,130500,130500,13;05;00
"13,4,15",13,04,15,71,,13,04,15,130415,130415,130415,13;04;15
"13,4,14",13,04,14,69,,13,04,14,130414,130414,130414,13;04;14
"13,4,13",13,04,13,67,,13,04,13,130413,130413,130413,13;04;13
"13,4,12",13,04,12,64,,13,04,12,130412,130412,130412,13;04;12
"13,4,11",13,04,11,62,,13,04,11,130411,130411,130411,13;04;11
"13,4,10",13,04,10,60,,13,04,10,130410,130410,130410,13;04;10
"13,4,9",13,04,09,58,,13,04,09,130409,130409,130409,13;04;09
"13,4,8",13,04,08,56,,13,04,08,130408,130408,130408,13;04;08
"13,4,7",13,04,07,53,,13,04,07,130407,130407,130407,13;04;07
"13,4,6",13,04,06,51,,13,04,06,130406,130406,130406,13;04;06
"13,4,5",13,04,05,49,,13,04,05,130405,130405,130405,13;04;05
"13,4,4",13,04,04,47,,13,04,04,130404,130404,130404,13;04;04
"13,4,3",13,04,03,44,,13,04,03,130403,130403,130403,13;04;03
"13,4,2",13,04,02,42,,13,04,02,130402,130402,130402,13;04;02
"13,4,1",13,04,01,40,,13,04,01,130401,130401,130401,13;04;01
"13,4,0",13,04,00,38,,13,04,00,130400,130400,130400,13;04;00
"13,3,15",13,03,15,69,,13,03,15,130315,130315,130315,13;03;15
"13,3,14",13,03,14,67,,13,03,14,130314,130314,130314,13;03;14
"13,3,13",13,03,13,64,,13,03,13,130313,130313,130313,13;03;13
"13,3,12",13,03,12,62,,13,03,12,130312,130312,130312,13;03;12
"13,3,11",13,03,11,60,,13,03,11,130311,130311,130311,13;03;11
"13,3,10",13,03,10,58,,13,03,10,130310,130310,130310,13;03;10
"13,3,9",13,03,09,56,,13,03,09,130309,130309,130309,13;03;09
"13,3,8",13,03,08,53,,13,03,08,130308,130308,130308,13;03;08
"13,3,7",13,03,07,51,,13,03,07,130307,130307,130307,13;03;07
"13,3,6",13,03,06,49,,13,03,06,130306,130306,130306,13;03;06
"13,3,5",13,03,05,47,,13,03,05,130305,130305,130305,13;03;05
"13,3,4",13,03,04,44,,13,03,04,130304,130304,130304,13;03;04
"13,3,3",13,03,03,42,,13,03,03,130303,130303,130303,13;03;03
"13,3,2",13,03,02,40,,13,03,02,130302,130302,130302,13;03;02
"13,3,1",13,03,01,38,,13,03,01,130301,130301,130301,13;03;01
"13,3,0",13,03,00,36,,13,03,00,130300,130300,130300,13;03;00
"13,2,15",13,02,15,67,,13,02,15,130215,130215,130215,13;02;15
"13,2,14",13,02,14,64,,13,02,14,130214,130214,130214,13;02;14
"13,2,13",13,02,13,62,,13,02,13,130213,130213,130213,13;02;13
"13,2,12",13,02,12,60,,13,02,12,130212,130212,130212,13;02;12
"13,2,11",13,02,11,58,,13,02,11,130211,130211,130211,13;02;11
"13,2,10",13,02,10,56,,13,02,10,130210,130210,130210,13;02;10
"13,2,9",13,02,09,53,,13,02,09,130209,130209,130209,13;02;09
"13,2,8",13,02,08,51,,13,02,08,130208,130208,130208,13;02;08
"13,2,7",13,02,07,49,,13,02,07,130207,130207,130207,13;02;07
