Name,Form,Pokemon Number,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Original Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Product (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Product (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U)
Swinub,,220,?,499,96,12,1,0,28.9,28,28,,,,3/14/2020 21:03,3/14/2020 21:03,5/14/2020,,,0,0,2,0,14.51%,3502,72.86%,169000,198,Swinub,,0,5.40%,3875,93.12%,4500,129,Mamoswine,,0
Swinub,,220,?,409,89,14,12,13,86.7,20,20,,,,2020-34-09 04:34,2020-34-09 04:34,5/8/2020,,,0,0,1,0,27.01%,2990,93.87%,14000,38,Piloswine,,0,50.13%,2043,95.42%,43000,163,Mamoswine,,0
Swinub,,220,?,538,99,12,15,6,73.3,27,27,,,,2020-31-09 04:31,2020-31-09 04:31,5/8/2020,,,0,0,5,0,94.92%,209,91.48%,178000,206,Swinub,,0,79.05%,859,96.62%,0,125,Mamoswine,,0
Swinub,,220,?,602,106,15,14,11,88.9,29,29,,,,2020-30-09 04:30,2020-30-09 04:30,5/8/2020,,,0,0,1,0,99.05%,40,95.52%,160000,190,Swinub,,0,99.12%,37,97.77%,160000,215,Piloswine,,0
Swinub,,220,?,518,100,8,14,8,66.7,27,27,Powder Snow,Body Slam,,2020-57-10 12:57,2020-57-10 12:57,4/8/2020,9.92kg,0.51m,0,0,2,4500,85.59%,591,87.61%,178000,206,Swinub,,0,41.44%,2399,95.09%,0,125,Mamoswine,,0
Swinub,,220,?,310,77,4,15,4,51.1,17,17,Tackle,Body Slam,,8/28/2020 19:08,8/28/2020 19:08,3/21/2020,7.13kg,0.42m,0,0,1,2200,,,,,,,,,93.92%,250,97.67%,69800,187,Mamoswine,,0
Piloswine,,221,?,988,122,14,14,11,86.7,15,15,,,,2020-20-09 16:20,2020-20-09 16:20,5/9/2020,,,0,0,2,0,90.28%,399,97.39%,3800,104,Mamoswine,,0,52.87%,1931,95.52%,64400,158,Mamoswine,,0
Remoraid,,223,?,232,50,7,10,9,57.8,10,10,Mud Shot,Aurora Beam,,2020-55-28 19:55,2020-55-28 19:55,1/7/2020,20.43kg,0.76m,0,0,0,1000,56.70%,1774,95.12%,59000,110,Octillery,,0,70.45%,1211,90.72%,260000,336,Octillery,,0
Delibird,,225,?,97,36,1,3,15,42.2,4,4,Present,Aerial Ace,,2020-59-28 19:59,2020-59-28 19:59,1/1/2020,17.08kg,0.93m,0,0,0,400,30.74%,2837,79.90%,268400,298,Delibird,,0,30.74%,2837,79.90%,268400,298,Delibird,,0
Mantine,,226,?,860,89,10,13,10,73.3,15,15,,,,2020-32-09 04:32,2020-32-09 04:32,5/8/2020,,,0,0,4,0,53.97%,1886,95.21%,60400,54,Mantine,,0,87.57%,510,93.38%,246400,268,Mantine,,0
Mantine,,226,?,596,76,4,6,9,42.2,11,11,Bubble,Aerial Ace,,2020-45-28 19:45,2020-45-28 19:45,1/17/2020,264.38kg,2.3m,0,0,0,1300,76.56%,961,96.46%,84500,82,Mantine,,0,31.89%,2790,86.56%,258000,284,Mantine,,0
Skarmory,,227,?,1595,121,8,5,6,42.2,29,29,Steel Wing,Flash Cannon,,2020-40-15 11:40,2020-40-15 11:40,5/15/2020,,,0,0,1,0,,,,,,,,,37.19%,2573,87.15%,160000,190,Skarmory,,0
Skarmory,,227,?,623,76,11,6,9,57.8,11,11,,,,2/14/2020 11:02,2/14/2020 11:02,5/13/2020,,,0,0,5,0,14.43%,3505,93.01%,72000,70,Skarmory,,0,68.42%,1294,90.55%,258000,284,Skarmory,,0
Skarmory,,227,?,1718,130,11,3,15,64.4,30,30,Steel Wing,Brave Bird,,2020-41-13 21:41,2020-41-13 21:41,5/13/2020,41.07kg,1.4m,0,0,0,5000,,,,,,,,,83.79%,665,92.69%,150000,182,Skarmory,,0
Skarmory,,227,?,1578,124,9,4,13,57.8,28,28,Air Slash,Flash Cannon,,2020-41-13 21:41,2020-41-13 21:41,5/13/2020,41.58kg,1.57m,0,0,1,4500,,,,,,,,,74.11%,1061,91.27%,169000,198,Skarmory,,0
Skarmory,,227,?,1537,123,7,12,15,75.6,27,27,Steel Wing,Flash Cannon,,1/10/2020 22:01,1/10/2020 22:01,5/10/2020,53.56kg,1.81m,0,0,1,4500,,,,,,,,,90.06%,408,93.91%,178000,206,Skarmory,,0
Skarmory,,227,?,1215,102,15,11,4,66.7,21,21,Air Slash,Sky Attack,,2020-34-09 04:34,2020-34-09 04:34,5/8/2020,,,0,0,1,0,1.64%,4029,91.45%,30000,27,Skarmory,,0,79.54%,839,92.02%,220000,244,Skarmory,,0
Skarmory,,227,?,1554,123,0,15,8,51.1,29,29,Air Slash,Sky Attack,,2020-33-09 04:33,2020-33-09 04:33,5/8/2020,,,0,0,1,0,,,,,,,,,40.90%,2421,87.55%,160000,190,Skarmory,,0
Skarmory,,227,?,1142,102,12,8,8,62.2,20,20,Air Slash,Brave Bird,,2020-33-09 04:33,2020-33-09 04:33,5/8/2020,,,0,0,0,0,23.42%,3137,93.59%,39000,34,Skarmory,,0,78.85%,867,91.90%,225000,248,Skarmory,,0
Skarmory,,227,?,1184,104,14,14,12,88.9,20,20,Air Slash,Flash Cannon,,2020-56-26 07:56,2020-56-26 07:56,4/8/2020,40.84kg,1.75m,0,0,0,2500,20.76%,3246,93.45%,31000,28,Skarmory,,0,99.00%,42,97.56%,225000,248,Skarmory,,0
Skarmory,,227,?,1119,102,10,3,9,48.9,20,20,Air Slash,Flash Cannon,,2020-16-28 19:16,2020-16-28 19:16,3/16/2020,36.8kg,1.8m,0,0,0,2500,26.57%,3008,93.78%,43000,38,Skarmory,,0,52.87%,1931,88.82%,225000,248,Skarmory,,0
Houndour,,228,?,805,88,14,6,5,55.6,25,25,,,,2020-18-19 23:18,2020-18-19 23:18,4/29/2020,11.8kg,0.6m,0,2,4,3600,55.29%,1832,83.88%,174600,210,Houndour,,2,51.94%,1969,93.77%,174600,255,Houndoom,,2
Houndour,,228,?,613,80,9,8,11,62.2,19,19,Ember,Crunch,,6/28/2020 19:06,6/28/2020 19:06,3/23/2020,7.37kg,0.5m,0,0,1,2500,71.84%,1154,95.90%,10000,58,Houndoom,,0,,,,,,,,
Houndoom,,229,?,1388,113,10,13,14,82.2,19,19,Snarl,Crunch,,2020-40-28 14:40,2020-40-28 14:40,3/9/2020,52.87kg,1.66m,0,0,3,2500,90.09%,407,97.11%,7500,6,Houndoom,,0,89.06%,449,96.95%,192000,198,Houndoom,,0
Phanpy,,231,?,575,121,10,11,8,64.4,18,18,Rock Smash,Rock Slide,,2020-32-28 19:32,2020-32-28 19:32,3/1/2020,42.44kg,0.53m,0,0,2,2200,34.68%,2676,94.55%,0,50,Donphan,,0,30.79%,2835,95.25%,89400,128,Donphan,,0
Donphan,,232,?,1253,114,11,10,15,80,15,15,Tackle,Heavy Slam,,1/10/2020 22:01,1/10/2020 22:01,5/10/2020,159.62kg,1.29m,0,0,1,1900,26.76%,3000,94.14%,9800,10,Donphan,,0,,,,,,,,
Smeargle,,235,?,21,29,9,7,5,46.7,2.5,2.5,,,,2020-53-01 12:53,2020-53-01 12:53,4/26/2020,,,0,0,0,0,54.36%,1870,76.66%,269400,301,Smeargle,,0,54.36%,1870,76.66%,269400,301,Smeargle,,0
Tyrogue,,236,?,254,72,10,13,10,73.3,20,20,Tackle,Rock Slide,,2020-37-10 16:37,2020-37-10 16:37,4/10/2020,28.83kg,0.76m,0,0,0,2500,83.79%,665,96.76%,20500,44,Hitmonchan,,0,90.01%,410,93.45%,225000,273,Hitmonchan,,0
Tyrogue,,236,?,260,75,11,11,15,82.2,20,20,Rock Smash,Rock Slide,,2020-37-10 16:37,2020-37-10 16:37,4/10/2020,34.44kg,0.89m,0,0,2,2500,77.58%,919,96.12%,31000,53,Hitmontop,,0,97.68%,96,96.11%,225000,273,Hitmontop,,0
Hitmontop,,237,?,1458,98,10,10,10,66.7,25,25,Counter,Close Combat,,2020-40-13 21:40,2020-40-13 21:40,5/13/2020,60.33kg,1.38m,0,0,1,4000,59.00%,1680,95.14%,4000,3,Hitmontop,,0,82.98%,698,91.98%,194000,220,Hitmontop,,0
Hitmontop,,237,?,919,78,15,14,14,95.6,15,15,Counter,Gyro Ball,,2020-34-09 04:34,2020-34-09 04:34,5/8/2020,,,0,0,0,0,13.19%,3556,92.74%,45400,42,Hitmontop,,0,99.83%,8,98.72%,246400,268,Hitmontop,,0
Miltank,,241,?,973,117,10,15,12,82.2,15,15,,,,2020-31-09 04:31,2020-31-09 04:31,5/8/2020,,,0,0,4,0,80.24%,810,96.38%,38400,36,Miltank,,0,96.39%,149,96.03%,246400,268,Miltank,,0
Miltank,,241,?,1036,122,14,3,14,68.9,16,16,Zen Headbutt,Thunderbolt,,2020-58-26 07:58,2020-58-26 07:58,2/16/2020,80.48kg,1.21m,0,0,0,1900,27.40%,2974,93.63%,34600,32,Miltank,,0,84.79%,624,93.17%,242600,264,Miltank,,0
Blissey,,242,?,1473,297,12,10,8,66.7,19.5,19.5,Pound,Hyper Beam,,2020-46-10 13:46,2020-46-10 13:46,2/16/2020,,,0,0,1,2500,17.92%,3362,92.69%,0,0,Blissey,,0,,,,,,,,
Larvitar,,246,?,502,87,6,7,13,57.8,19,19,,,,2020-53-01 12:53,2020-53-01 12:53,4/26/2020,,,0,0,1,0,67.11%,1348,96.04%,135000,151,Pupitar,,0,77.75%,912,96.94%,29000,151,Tyranitar,,0
Larvitar,,246,?,213,51,12,10,1,51.1,8,8,Bite,Crunch,,2020-30-28 19:30,2020-30-28 19:30,3/2/2020,78.99kg,0.57m,0,0,1,800,21.27%,3225,93.76%,161600,181,Pupitar,,0,39.63%,2473,95.40%,62600,189,Tyranitar,,0
Ho-Oh,,250,,1602,115,12,10,10,71.1,15,15,Extrasensory,Earthquake,,1/10/2020 22:01,1/10/2020 22:01,5/10/2020,245.66kg,4.55m,0,0,1,1900,,,,,,,,,17.24%,3390,94.33%,38400,36,Ho-Oh,,0
Treecko,,252,?,539,74,9,2,2,28.9,21,21,,,,2020-42-17 09:42,2020-42-17 09:42,5/17/2020,,,0,0,2,0,45.69%,2225,94.45%,0,125,Sceptile,,0,24.49%,3093,94.69%,220000,369,Sceptile,,0
Grovyle,,253,?,1143,97,8,11,6,55.6,26,26,Bullet Seed,Aerial Ace,,2020-41-28 14:41,2020-41-28 14:41,3/16/2020,22.57kg,0.89m,0,0,4,4000,68.91%,1274,94.83%,148000,160,Grovyle,,0,64.44%,1457,96.40%,139000,248,Sceptile,,0
Grovyle,,253,?,815,86,5,4,12,46.7,19,19,Bullet Seed,Leaf Blade,,2020-40-28 14:40,2020-40-28 14:40,2/24/2020,,,0,0,2,0,78.00%,902,95.99%,7500,106,Sceptile,,0,58.90%,1684,96.16%,201000,310,Sceptile,,0
Torchic,,255,?,516,75,13,8,5,57.8,18,18,,,,2020-56-19 20:56,2020-56-19 20:56,5/19/2020,,,0,0,2,0,69.72%,1241,96.09%,6900,131,Blaziken,,0,6.15%,3844,93.76%,139400,255,Blaziken,,0
Torchic,,255,?,819,104,5,3,15,51.1,30,30,,,,9/19/2020 12:09,9/19/2020 12:09,5/19/2020,,,0,0,1,0,73.58%,1083,94.93%,150000,207,Combusken,,0,70.77%,1198,96.62%,86000,219,Blaziken,,0
Torchic,,255,?,575,78,13,3,0,35.6,21,21,,,,2020-15-17 19:15,2020-15-17 19:15,5/17/2020,,,0,0,1,0,18.10%,3355,90.55%,220000,269,Combusken,,0,0.76%,4065,92.78%,156000,281,Blaziken,,0
Torchic,,255,?,438,73,1,4,6,24.4,17,17,,,,2020-15-17 19:15,2020-15-17 19:15,5/17/2020,,,0,0,1,0,69.45%,1252,96.09%,16300,139,Blaziken,,0,56.14%,1797,96.07%,209800,343,Blaziken,,0
Torchic,,255,?,520,78,9,4,6,42.2,19,19,Ember,Flame Charge,,2020-31-14 02:31,2020-31-14 02:31,4/14/2020,2.74kg,0.42m,0,0,2,2500,68.45%,1293,96.03%,5000,129,Blaziken,,0,16.43%,3423,94.47%,166000,289,Blaziken,,0
Mudkip,,258,?,773,93,15,15,3,73.3,25,25,Water Gun,Return,,2020-30-19 22:30,2020-30-19 22:30,3/19/2020,12.5kg,0.5m,0,2,4,3600,30.67%,2840,94.09%,48600,68,Marshtomp,,2,11.55%,3623,94.44%,39600,150,Swampert,,2
Mudkip,,258,?,498,80,8,10,9,60,17,17,,,,2020-57-19 20:57,2020-57-19 20:57,5/19/2020,,,0,0,2,0,63.13%,1511,95.41%,6600,131,Swampert,,0,59.32%,1667,96.48%,110800,223,Swampert,,0
Mudkip,,258,?,555,83,11,0,2,28.9,20,20,,,,8/19/2020 12:08,8/19/2020 12:08,5/19/2020,,,0,0,1,0,4.08%,3929,92.11%,153000,175,Marshtomp,,0,4.30%,3920,93.87%,123000,239,Swampert,,0
Mudkip,,258,?,877,111,9,4,15,62.2,30,30,,,,2020-53-17 19:53,2020-53-17 19:53,5/17/2020,,,0,0,2,0,48.13%,2125,94.94%,41000,65,Marshtomp,,0,45.32%,2240,95.94%,22000,145,Swampert,,0
Mudkip,,258,?,457,76,6,10,6,48.9,16,16,,,,2020-14-17 19:14,2020-14-17 19:14,5/17/2020,,,0,0,1,0,90.45%,392,97.08%,12600,137,Swampert,,0,61.61%,1573,96.57%,126600,239,Swampert,,0
Mudkip,,258,?,903,111,6,4,11,46.7,34,34,,,,2020-56-17 12:56,2020-56-17 12:56,5/17/2020,,,0,0,2,0,58.75%,1690,95.47%,22000,51,Marshtomp,,0,39.27%,2488,85.91%,102000,159,Marshtomp,,0
Mudkip,,258,?,570,82,15,0,1,35.6,20,20,,,,2020-33-16 09:33,2020-33-16 09:33,5/15/2020,,,0,0,1,0,0.20%,4088,90.79%,130000,147,Marshtomp,,0,0.32%,4083,92.99%,109000,223,Swampert,,0
Mudkip,,258,?,450,76,6,6,7,42.2,16,16,,,,2020-32-15 20:32,2020-32-15 20:32,5/15/2020,,,0,0,1,0,69.08%,1267,95.69%,12600,137,Swampert,,0,41.10%,2413,95.78%,133600,247,Swampert,,0
Poochyena,,261,?,465,84,8,14,13,77.8,26,26,,,,2020-43-19 23:43,2020-43-19 23:43,5/16/2020,,,0,0,4,0,84.18%,649,97.12%,21500,70,Mightyena,,0,95.36%,191,94.93%,186000,264,Mightyena,,0
Poochyena,,261,?,495,90,9,5,15,64.4,29,29,,,,2020-15-17 19:15,2020-15-17 19:15,5/17/2020,,,0,0,2,0,53.16%,1919,95.38%,0,50,Mightyena,,0,72.43%,1130,90.19%,160000,240,Mightyena,,0
Poochyena,,261,?,448,86,5,7,14,57.8,27,27,,,,2020-39-17 07:39,2020-39-17 07:39,5/17/2020,,,0,0,1,0,70.01%,1229,96.26%,23000,70,Mightyena,,0,61.98%,1558,88.87%,178000,256,Mightyena,,0
Linoone,Normal,264,?,1396,146,14,8,13,77.8,31,31,Shadow Claw,Dig,,2020-41-28 14:41,2020-41-28 14:41,4/25/2020,34.87kg,0.47m,0,0,1,6000,61.56%,1575,94.05%,60000,66,Linoone,Normal,0,92.92%,291,93.90%,140000,174,Linoone,Normal,0
Wurmple,,265,?,512,106,14,15,14,95.6,33,33,,,,2020-53-17 19:53,2020-53-17 19:53,5/17/2020,,,0,0,1,0,99.80%,9,98.38%,116000,212,Dustox,,0,99.88%,6,98.77%,116000,212,Beautifly,,0
Wurmple,,265,?,452,99,13,12,11,80,29,29,,,,2020-14-17 19:14,2020-14-17 19:14,5/17/2020,,,0,0,0,0,52.75%,1936,95.29%,26000,84,Beautifly,,0,95.31%,193,94.23%,160000,252,Beautifly,,0
Wurmple,,265,?,502,106,14,12,14,88.9,33,33,,,,2020-55-17 12:55,2020-55-17 12:55,5/17/2020,,,0,0,1,0,99.02%,41,96.71%,116000,212,Dustox,,0,98.36%,68,96.15%,116000,212,Beautifly,,0
Lotad,,270,?,427,94,8,6,12,57.8,29,29,,,,2020-47-01 12:47,2020-47-01 12:47,4/29/2020,,,0,0,4,0,60.61%,1614,86.17%,160000,215,Lombre,,0,64.44%,1457,90.04%,160000,315,Ludicolo,,0
Lombre,,271,?,626,100,0,7,6,28.9,22,22,Bubble,Grass Knot,,2020-43-28 14:43,2020-43-28 14:43,4/25/2020,38.07kg,1.21m,0,0,0,3000,92.63%,303,97.51%,24000,121,Ludicolo,,0,10.77%,3655,83.81%,214000,338,Ludicolo,,0
Nuzleaf,,274,?,805,123,6,7,9,48.9,26,26,,,,2020-37-18 13:37,2020-37-18 13:37,5/18/2020,,,0,0,1,0,48.55%,2108,83.54%,186000,214,Nuzleaf,,0,46.57%,2189,87.60%,186000,314,Shiftry,,0
Taillow,,276,?,657,98,15,14,13,93.3,31,31,,,,2020-56-19 20:56,2020-56-19 20:56,5/19/2020,,,0,0,1,0,99.76%,11,97.75%,140000,174,Taillow,,0,99.54%,20,97.80%,140000,224,Swellow,,0
Taillow,,276,?,493,88,0,12,8,44.4,27,27,,,,2020-15-17 19:15,2020-15-17 19:15,5/17/2020,,,0,0,1,0,99.10%,38,98.69%,38000,82,Swellow,,0,46.79%,2180,86.45%,178000,256,Swellow,,0
Swellow,,277,?,1490,116,12,15,10,82.2,28,28,Wing Attack,Brave Bird,,2020-44-28 14:44,2020-44-28 14:44,4/2/2020,,,0,0,0,0,59.12%,1675,95.32%,0,0,Swellow,,0,97.22%,115,95.56%,169000,198,Swellow,,0
Wingull,,278,?,146,48,1,12,10,51.1,8,8,Water Gun,Ice Beam,,2020-24-28 19:24,2020-24-28 19:24,3/10/2020,7.76kg,0.6m,0,0,0,800,92.41%,312,97.16%,85600,134,Pelipper,,0,54.19%,1877,88.44%,263600,340,Pelipper,,0
Ralts,,280,?,198,51,15,4,0,42.2,15,15,,,,2020-57-19 20:57,2020-57-19 20:57,5/19/2020,,,0,0,1,0,5.03%,3890,92.04%,12000,137,Gardevoir,,0,6.81%,3817,93.89%,101400,215,Gardevoir,,0
Ralts,,280,?,218,55,10,12,5,60,16,16,,,,2020-55-19 20:55,2020-55-19 20:55,5/19/2020,,,0,0,2,0,17.63%,3374,93.16%,6000,131,Gardevoir,,0,21.78%,3204,94.86%,87600,203,Gardevoir,,0
Ralts,,280,?,420,80,11,7,9,60,32,32,,,,2020-27-19 13:27,2020-27-19 13:27,5/19/2020,,,0,0,1,0,67.81%,1319,85.23%,128000,187,Kirlia,,0,67.81%,1319,85.23%,128000,187,Kirlia,,0
Ralts,,280,?,411,79,15,6,11,71.1,29,29,,,,2020-27-19 13:27,2020-27-19 13:27,5/16/2020,,,0,0,5,0,84.93%,618,88.77%,160000,215,Kirlia,,0,16.61%,3416,94.58%,0,125,Gardevoir,,0
Ralts,,280,?,390,80,6,8,11,55.6,30,30,,,,2020-27-19 13:27,2020-27-19 13:27,5/17/2020,,,0,0,5,0,63.25%,1506,84.44%,150000,207,Kirlia,,0,68.01%,1311,96.77%,0,125,Gardevoir,,0
Ralts,,280,?,238,59,7,12,6,55.6,18,18,,,,2020-26-19 13:26,2020-26-19 13:26,5/19/2020,,,0,0,2,0,84.66%,629,96.60%,0,125,Gardevoir,,0,68.77%,1280,96.81%,84400,199,Gardevoir,,0
Ralts,,280,?,223,58,15,11,14,88.9,15,15,,,,2020-26-19 13:26,2020-26-19 13:26,5/17/2020,,,0,0,2,0,48.35%,2116,94.72%,7600,133,Gardevoir,,0,,,,,,,,
Ralts,,280,?,201,57,8,8,13,64.4,15,15,,,,2020-26-19 13:26,2020-26-19 13:26,5/18/2020,,,0,0,1,0,40.15%,2452,94.35%,9800,135,Gardevoir,,0,65.37%,1419,96.67%,91400,207,Gardevoir,,0
Ralts,,280,?,109,40,14,6,8,62.2,8,8,,,,2020-26-19 13:26,2020-26-19 13:26,4/28/2020,6.49kg,0.4m,0,1,1,961,13.55%,3541,92.87%,32406,176,Gardevoir,,1,20.29%,3265,94.78%,35600,147,Gardevoir,,2
Kirlia,,281,?,701,91,5,12,14,68.9,28,28,,,,2020-45-28 14:45,2020-45-28 14:45,4/15/2020,,,0,0,0,0,85.35%,601,88.91%,169000,198,Kirlia,,0,80.88%,784,97.37%,14000,112,Gardevoir,,0
Surskit,,283,?,504,85,10,7,8,55.6,25,25,,,,10/19/2020 12:10,10/19/2020 12:10,5/19/2020,,,0,0,1,0,64.32%,1462,83.74%,194000,220,Surskit,,0,62.10%,1553,89.69%,194000,270,Masquerain,,0
Surskit,,283,?,493,80,14,14,5,73.3,23,23,,,,2020-53-17 19:53,2020-53-17 19:53,5/17/2020,,,0,0,2,0,8.11%,3764,92.16%,3500,53,Masquerain,,0,88.99%,452,93.53%,208000,282,Masquerain,,0
Shroomish,,285,?,424,104,2,12,11,55.6,22,22,,,,9/19/2020 12:09,9/19/2020 12:09,5/19/2020,,,0,0,1,0,46.81%,2179,81.48%,214000,238,Shroomish,,0,79.54%,839,95.92%,214000,288,Breloom,,0
Shroomish,,285,?,479,101,11,9,4,53.3,23,23,,,,2020-56-17 12:56,2020-56-17 12:56,5/17/2020,,,0,0,1,0,66.20%,1385,84.81%,208000,232,Shroomish,,0,51.31%,1995,93.09%,208000,282,Breloom,,0
Slakoth,,287,?,657,108,12,2,4,40,26,26,,,,2020-38-18 13:38,2020-38-18 13:38,5/18/2020,,,0,0,1,0,13.53%,3542,92.85%,26000,49,Vigoroth,,0,30.62%,2842,85.27%,186000,239,Vigoroth,,0
Slakoth,,287,?,541,98,11,6,6,51.1,21,21,,,,2020-40-17 15:40,2020-40-17 15:40,5/17/2020,,,0,0,1,0,18.07%,3356,93.18%,55500,75,Vigoroth,,0,51.04%,2006,87.65%,220000,269,Vigoroth,,0
Slakoth,,287,?,399,85,10,11,11,71.1,15,15,,,,2020-57-17 12:57,2020-57-17 12:57,5/17/2020,,,0,0,4,0,70.16%,1223,96.05%,77400,95,Vigoroth,,0,27.55%,2968,94.75%,21400,145,Slaking,,0
Slakoth,,287,?,787,116,12,9,4,55.6,30,30,,,,2020-33-16 09:33,2020-33-16 09:33,5/15/2020,,,0,0,1,0,67.77%,1321,85.83%,150000,182,Slakoth,,0,65.86%,1399,89.34%,150000,207,Vigoroth,,0
Nincada,,290,?,428,69,15,12,12,86.7,20,20,,,,2020-15-17 19:15,2020-15-17 19:15,5/17/2020,,,0,0,0,0,42.05%,2374,94.42%,47000,92,Ninjask,,0,97.26%,113,95.47%,225000,298,Ninjask,,0
Shedinja,,292,,163,10,14,11,15,88.9,15,15,,,,2020-57-17 12:57,2020-57-17 12:57,5/17/2020,,,0,0,0,0,99.39%,26,94.89%,246400,268,Shedinja,,0,99.39%,26,94.89%,246400,268,Shedinja,,0
Whismur,,293,?,569,134,6,15,14,77.8,35,35,,,,2020-57-19 20:57,2020-57-19 20:57,5/19/2020,,,0,0,4,0,94.16%,240,93.40%,88000,130,Loudred,,0,94.07%,244,94.87%,88000,180,Exploud,,0
Whismur,,293,?,517,121,10,12,4,57.8,30,30,,,,2020-57-19 20:57,2020-57-19 20:57,5/19/2020,,,0,0,4,0,75.63%,999,88.58%,150000,194,Loudred,,0,73.53%,1085,91.09%,150000,244,Exploud,,0
Loudred,,294,?,524,106,8,12,8,62.2,15,15,,,,2020-45-28 14:45,2020-45-28 14:45,4/20/2020,40.72kg,0.98m,0,0,0,1900,59.61%,1655,95.16%,41900,89,Exploud,,0,77.19%,935,91.58%,246400,318,Exploud,,0
Makuhita,,296,?,643,139,6,10,10,57.8,33,33,,,,2020-55-19 20:55,2020-55-19 20:55,5/19/2020,,,0,0,1,0,64.84%,1441,83.15%,116000,150,Makuhita,,0,73.92%,1069,96.79%,44000,102,Hariyama,,0
Makuhita,,296,?,345,105,6,2,11,42.2,18,18,,,,2020-56-17 12:56,2020-56-17 12:56,5/17/2020,,,0,0,1,0,73.99%,1066,96.07%,11900,60,Hariyama,,0,28.67%,2922,94.85%,196400,252,Hariyama,,0
Makuhita,,296,?,634,134,5,15,6,57.8,31,31,,,,2020-26-01 19:26,2020-26-01 19:26,4/30/2020,,,0,0,1,0,80.71%,791,86.97%,140000,174,Makuhita,,0,90.45%,392,97.80%,60000,116,Hariyama,,0
Hariyama,,297,?,1569,187,13,11,12,80,20,20,Bullet Punch,Close Combat,,2020-47-19 23:47,2020-47-19 23:47,5/17/2020,,,0,0,0,0,,,,,,,,,49.50%,2069,95.72%,116000,106,Hariyama,,0
Hariyama,,297,?,1397,175,15,8,7,66.7,18,18,Counter,Heavy Slam,,2020-37-18 13:37,2020-37-18 13:37,5/18/2020,,,0,0,3,0,7.91%,3772,92.40%,4400,4,Hariyama,,0,10.11%,3682,93.80%,132400,122,Hariyama,,0
Hariyama,,297,?,1176,163,13,10,14,82.2,15,15,Bullet Punch,Superpower,,2020-20-16 16:20,2020-20-16 16:20,5/16/2020,,,0,0,4,0,66.50%,1373,95.68%,16400,16,Hariyama,,0,40.56%,2435,95.36%,137400,126,Hariyama,,0
Hariyama,,297,?,1717,197,8,15,13,80,22,22,Bullet Punch,Superpower,,2020-45-28 14:45,2020-45-28 14:45,3/13/2020,280.3kg,2.35m,0,0,0,3000,,,,,,,,,94.04%,245,98.14%,112000,104,Hariyama,,0
Nosepass,,299,?,707,77,14,6,12,71.1,26,26,,,,2020-56-19 20:56,2020-56-19 20:56,5/19/2020,,,0,0,2,0,34.55%,2681,93.51%,0,50,Probopass,,0,91.23%,360,94.10%,186000,264,Probopass,,0
Nosepass,,299,?,784,81,9,6,8,51.1,32,32,,,,2020-40-17 15:40,2020-40-17 15:40,5/17/2020,,,0,0,4,0,56.31%,1790,84.26%,128000,162,Nosepass,,0,55.51%,1823,88.86%,128000,212,Probopass,,0
Nosepass,,299,?,88,26,6,15,1,48.9,4,4,,,,2020-41-16 22:41,2020-41-16 22:41,1/4/2020,,,0,0,4,0,74.68%,1038,95.74%,99400,150,Probopass,,0,31.87%,2791,86.28%,268400,348,Probopass,,0
Nosepass,,299,?,403,58,11,15,12,84.4,15,15,,,,2020-32-15 20:32,2020-32-15 20:32,5/15/2020,,,0,0,4,0,54.36%,1870,94.56%,60400,104,Probopass,,0,94.92%,209,95.15%,246400,318,Probopass,,0
Delcatty,,301,?,1167,131,10,4,8,48.9,30,30,,,,2020-51-01 12:51,2020-51-01 12:51,4/27/2020,,,0,0,4,0,47.86%,2136,86.08%,150000,182,Delcatty,,0,47.86%,2136,86.08%,150000,182,Delcatty,,0
Sableye,,302,?,666,79,9,12,8,64.4,17,17,,,,2020-15-17 19:15,2020-15-17 19:15,5/17/2020,,,0,0,1,0,78.22%,893,89.53%,238800,260,Sableye,,0,78.22%,893,89.53%,238800,260,Sableye,,0
Sableye,,302,?,1091,105,4,9,9,48.9,29,29,,,,2020-40-17 15:40,2020-40-17 15:40,5/17/2020,,,0,0,1,0,49.11%,2085,85.54%,160000,190,Sableye,,0,49.11%,2085,85.54%,160000,190,Sableye,,0
Sableye,,302,?,802,88,12,10,11,73.3,20,20,,,,2020-40-17 15:40,2020-40-17 15:40,5/17/2020,,,0,0,1,0,88.60%,468,91.67%,225000,248,Sableye,,0,88.60%,468,91.67%,225000,248,Sableye,,0
Sableye,,302,?,607,80,0,2,9,24.4,17,17,,,,2020-32-15 20:32,2020-32-15 20:32,5/15/2020,,,0,0,1,0,7.94%,3771,79.16%,238800,260,Sableye,,0,7.94%,3771,79.16%,238800,260,Sableye,,0
Sableye,,302,?,608,76,11,15,11,82.2,15,15,Shadow Claw,Foul Play,,2020-31-28 19:31,2020-31-28 19:31,3/1/2020,13.77kg,0.58m,0,0,1,1900,95.97%,166,94.19%,246400,268,Sableye,,0,95.97%,166,94.19%,246400,268,Sableye,,0
