Index,Name,Form,Pokemon Number,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Original Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Prod (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Prod (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Rank % (L),Rank # (L),Stat Prod (L),Dust Cost (L),Candy Cost (L),Name (L),Form (L),Sha/Pur (L),Marked for PvP use
95,Machop,,66,♀,1056,135,8,9,7,53.3,34.0,34.0,,,,"2021-01-18 14:02","2021-01-18 14:02",1/16/2021,,,0,0,0,7000,60.59%,1615,85.84%,102000,134,Machop,,0,58.29%,1709,88.24%,102000,159,Machoke,,0,,,,,,,,,
96,Machop,,66,♂,769,115,5,9,4,40.0,24.0,24.0,,,,"2021-01-18 14:02","2021-01-18 14:02",1/16/2021,,,0,0,0,3500,71.33%,1175,96.00%,36500,57,Machoke,,0,53.06%,1923,95.93%,73000,189,Machamp,,0,,,,,,,,,
97,Machop,,66,♂,1033,136,11,5,11,60.0,32.0,32.0,,,,"2021-01-18 14:02","2021-01-18 14:02",1/16/2021,,,0,0,0,6000,58.66%,1694,85.55%,128000,162,Machop,,0,61.95%,1559,88.68%,128000,187,Machoke,,0,,,,,,,,,
98,Machop,,66,♂,1088,139,10,7,11,62.2,35.0,35.0,,,,"2021-01-18 14:02","2021-01-18 14:02",1/16/2021,,,0,0,0,0,67.23%,1343,86.92%,88000,118,Machop,,0,69.04%,1269,89.56%,88000,143,Machoke,,0,,,,,,,,,
99,Machop,,66,♀,463,89,13,14,13,88.9,13.0,13.0,,,,"2021-01-18 14:01","2021-01-18 14:01",1/16/2021,,,0,0,0,1600,47.01%,2171,94.84%,66800,87,Machoke,,0,72.70%,1119,96.73%,92800,211,Machamp,,0,83.39%,681,95.53%,3200,4,Machop,,0,
100,Machop,,66,♀,468,90,8,10,10,62.2,14.0,14.0,,,,"2021-01-18 14:01","2021-01-18 14:01",1/16/2021,17.58kg,0.84m,0,0,0,1600,76.12%,979,96.24%,76100,95,Machoke,,0,48.69%,2102,95.77%,99600,215,Machamp,,0,29.21%,2900,91.66%,1600,2,Machop,,0,
101,Machop,,66,♂,817,117,9,13,8,66.7,24.0,24.0,,,,"2021-01-16 16:03","2021-01-16 16:03",1/16/2021,,,0,0,0,3500,51.38%,1992,95.03%,23000,45,Machoke,,0,17.12%,3395,94.41%,46000,165,Machamp,,0,,,,,,,,,
102,Machop,,66,♂,1126,137,10,15,8,73.3,35.0,35.0,,,,"2021-01-16 16:03","2021-01-16 16:03",1/16/2021,,,0,0,0,0,94.43%,229,93.42%,88000,118,Machop,,0,92.58%,305,93.79%,88000,143,Machoke,,0,,,,,,,,,
103,Machop,,66,♂,546,94,13,10,5,62.2,16.0,16.0,,,,"2021-01-16 16:03","2021-01-16 16:03",1/16/2021,,,0,0,0,1900,22.39%,3179,93.57%,64600,83,Machoke,,0,1.73%,4025,93.08%,87600,203,Machamp,,0,,,,,,,,,
104,Machop,,66,♂,771,114,8,12,7,60.0,23.0,23.0,,,,"2021-01-16 16:03","2021-01-16 16:03",1/16/2021,,,0,0,0,3500,76.78%,952,96.27%,34500,55,Machoke,,0,80.73%,790,97.09%,63000,179,Machamp,,0,,,,,,,,,
105,Machop,,66,♀,589,102,12,9,15,80.0,17.0,17.0,,,,"2021-01-16 16:03","2021-01-16 16:03",1/16/2021,,,0,0,0,2200,67.33%,1339,95.80%,2200,127,Machamp,,0,12.60%,3580,94.14%,78800,195,Machamp,,0,,,,,,,,,
106,Machop,,66,♂,890,122,7,11,5,51.1,27.0,27.0,,,,"2021-01-16 16:03","2021-01-16 16:03",1/16/2021,,,0,0,0,4500,73.24%,1097,96.08%,9000,33,Machoke,,0,62.88%,1521,96.30%,38000,157,Machamp,,0,,,,,,,,,
107,Machop,,66,♂,693,109,5,13,7,55.6,21.0,21.0,,,,"2021-01-16 16:03","2021-01-16 16:03",1/16/2021,,,0,0,0,3000,94.95%,208,97.84%,51000,71,Machoke,,0,83.74%,667,97.25%,80000,195,Machamp,,0,,,,,,,,,
108,Machop,,66,♂,995,126,15,14,7,80.0,28.0,28.0,,,,"2021-01-16 16:03","2021-01-16 16:03",1/16/2021,,,0,0,0,4500,97.09%,120,94.93%,169000,198,Machop,,0,17.44%,3382,94.42%,9000,133,Machamp,,0,,,,,,,,,
109,Machop,,66,♂,492,94,10,4,10,53.3,15.0,15.0,,,,"2021-01-16 16:03","2021-01-16 16:03",1/16/2021,,,0,0,0,1900,57.44%,1744,95.32%,77400,95,Machoke,,0,52.01%,1966,95.88%,106400,219,Machamp,,0,31.72%,2797,91.81%,0,0,Machop,,0,
110,Machop,,66,♀,496,94,4,4,5,28.9,16.0,16.0,,,,"2021-01-16 16:03","2021-01-16 16:03",1/16/2021,,,0,0,0,1900,85.59%,591,96.84%,12600,137,Machamp,,0,38.71%,2511,95.38%,126600,239,Machamp,,0,63.79%,1484,93.93%,0,0,Machop,,0,
111,Machop,,66,♂,1080,139,8,15,15,84.4,32.0,32.0,,,,"2021-01-16 16:03","2021-01-16 16:03",1/16/2021,,,0,0,0,6000,97.83%,90,95.39%,128000,162,Machop,,0,98.24%,73,96.35%,128000,187,Machoke,,0,,,,,,,,,
112,Machop,,66,♂,893,127,4,12,12,62.2,27.0,27.0,,,,"2021-01-16 16:03","2021-01-16 16:03",1/16/2021,,,0,0,0,4500,75.78%,993,96.23%,4500,29,Machoke,,0,84.52%,635,97.31%,33000,153,Machamp,,0,,,,,,,,,
113,Machop,,66,♂,813,114,15,13,7,77.8,23.0,23.0,,,,"2021-01-16 16:03","2021-01-16 16:03",1/16/2021,,,0,0,0,3500,47.84%,2137,94.87%,26000,47,Machoke,,0,8.64%,3742,93.88%,48000,167,Machamp,,0,,,,,,,,,
114,Machop,,66,♀,608,104,9,9,13,68.9,18.0,18.0,,,,"2021-01-16 16:03","2021-01-16 16:03",1/16/2021,,,0,0,5,2200,91.01%,369,97.34%,0,125,Machamp,,0,20.78%,3245,94.60%,79400,195,Machamp,,0,,,,,,,,,
115,Machop,,66,♀,437,88,12,5,12,64.4,13.0,13.0,,,,"2021-01-16 16:03","2021-01-16 16:03",1/16/2021,,,0,0,0,1600,74.97%,1026,96.19%,18400,145,Machamp,,0,46.23%,2203,95.67%,102800,219,Machamp,,0,11.31%,3633,90.04%,4800,6,Machop,,0,
116,Machop,,66,♂,756,115,5,11,9,55.6,23.0,23.0,,,,"2021-01-16 16:03","2021-01-16 16:03",1/16/2021,,,0,0,0,3500,88.69%,464,97.11%,39000,59,Machoke,,0,85.10%,611,97.34%,68000,183,Machamp,,0,,,,,,,,,
117,Machop,,66,♂,819,122,5,4,8,37.8,26.0,26.0,,,,"2021-01-16 16:02","2021-01-16 16:02",1/16/2021,,,0,0,0,4000,38.51%,2519,94.43%,21500,45,Machoke,,0,60.66%,1612,96.23%,64000,183,Machamp,,0,,,,,,,,,
118,Machop,,66,♂,1032,136,12,8,14,75.6,30.0,30.0,,,,"2021-01-16 16:02","2021-01-16 16:02",1/16/2021,,,0,0,0,5000,84.79%,624,90.33%,150000,182,Machop,,0,89.33%,438,92.94%,150000,207,Machoke,,0,,,,,,,,,
119,Machop,,66,♂,638,106,13,4,11,62.2,19.0,19.0,,,,"2021-01-16 16:02","2021-01-16 16:02",1/16/2021,,,0,0,0,2500,4.64%,3906,92.07%,52000,71,Machoke,,0,26.72%,3002,94.88%,80000,195,Machamp,,0,,,,,,,,,
120,Machop,,66,♂,1103,140,8,11,13,71.1,35.0,35.0,,,,"2021-01-16 16:02","2021-01-16 16:02",1/16/2021,,,0,0,0,0,86.69%,546,90.84%,88000,118,Machop,,0,87.13%,528,92.45%,88000,143,Machoke,,0,,,,,,,,,
121,Machop,,66,♂,943,125,13,7,6,57.8,28.0,28.0,,,,"2021-01-16 16:02","2021-01-16 16:02",1/16/2021,,,0,0,0,4500,63.25%,1506,86.23%,169000,198,Machop,,0,13.24%,3554,94.19%,19000,141,Machamp,,0,,,,,,,,,
122,Machop,,66,♂,1105,136,13,15,11,86.7,32.0,32.0,,,,"2021-01-16 16:02","2021-01-16 16:02",1/16/2021,,,0,0,0,6000,98.97%,43,96.67%,128000,162,Machop,,0,98.39%,67,96.51%,128000,187,Machoke,,0,,,,,,,,,
123,Machop,,66,♀,860,123,6,11,9,57.8,26.0,26.0,,,,"2021-01-16 16:02","2021-01-16 16:02",1/16/2021,,,0,0,0,4000,55.58%,1820,95.22%,12500,37,Machoke,,0,63.52%,1495,96.34%,41000,161,Machamp,,0,,,,,,,,,
124,Machop,,66,♀,850,119,12,4,4,44.4,26.0,26.0,,,,"2021-01-16 16:02","2021-01-16 16:02",1/16/2021,,,0,0,0,4000,23.05%,3152,93.61%,17000,41,Machoke,,0,5.86%,3856,93.65%,46000,165,Machamp,,0,,,,,,,,,
125,Machop,,66,♂,811,124,4,7,15,57.8,25.0,25.0,,,,"2021-01-16 16:02","2021-01-16 16:02",1/16/2021,,,0,0,0,4000,78.83%,868,96.42%,25000,47,Machoke,,0,79.68%,833,97.03%,54000,171,Machamp,,0,,,,,,,,,
126,Machop,,66,♂,762,117,11,10,15,80.0,22.0,22.0,,,,"2021-01-16 16:02","2021-01-16 16:02",1/16/2021,,,0,0,0,3000,34.82%,2670,94.24%,32000,53,Machoke,,0,81.71%,750,97.15%,59000,177,Machamp,,0,,,,,,,,,
127,Machop,,66,♂,617,105,0,8,5,28.9,20.0,20.0,,,,"2021-01-16 16:02","2021-01-16 16:02",1/16/2021,,,0,0,0,2500,96.04%,163,98.01%,70000,87,Machoke,,0,87.13%,528,97.46%,116000,231,Machamp,,0,,,,,,,,,
128,Machop,,66,♂,674,107,8,6,3,37.8,21.0,21.0,,,,"2021-01-16 16:02","2021-01-16 16:02",1/16/2021,,,0,0,0,3000,44.08%,2291,94.71%,55500,75,Machoke,,0,39.07%,2496,95.40%,92000,207,Machamp,,0,,,,,,,,,
129,Machop,,66,♂,425,86,11,15,14,88.9,12.0,12.0,,,,"2021-01-16 16:01","2021-01-16 16:01",1/16/2021,,,0,0,5,1300,96.39%,149,98.02%,18800,147,Machamp,,0,,,,,,,,,,,,,,,,,G
130,Machop,,66,♂,504,95,6,12,13,68.9,15.0,15.0,,,,"2021-01-16 16:01","2021-01-16 16:01",1/16/2021,,,0,0,0,1900,95.92%,168,97.99%,72900,91,Machoke,,0,84.66%,629,97.32%,96400,211,Machamp,,0,,,,,,,,,
131,Machop,,66,♀,1072,136,11,7,9,60.0,34.0,34.0,,,,"2021-01-16 16:01","2021-01-16 16:01",1/16/2021,,,0,0,0,7000,67.13%,1347,86.91%,102000,134,Machop,,0,68.30%,1299,89.47%,102000,159,Machoke,,0,,,,,,,,,
132,Machop,,66,♂,565,96,14,13,9,80.0,16.0,16.0,,,,"2021-01-16 16:01","2021-01-16 16:01",1/16/2021,,,0,0,0,1900,65.13%,1429,95.69%,6000,131,Machamp,,0,23.71%,3125,94.72%,82600,199,Machamp,,0,,,,,,,,,
133,Machop,,66,♂,635,105,7,5,4,35.6,20.0,20.0,,,,"2021-01-16 16:01","2021-01-16 16:01",1/16/2021,,,0,0,0,2500,33.31%,2732,94.16%,60500,79,Machoke,,0,49.45%,2071,95.80%,103000,217,Machamp,,0,,,,,,,,,
134,Machop,,66,♂,713,111,7,14,10,68.9,21.0,21.0,,,,"2021-01-16 16:01","2021-01-16 16:01",1/16/2021,,,0,0,0,3000,59.10%,1676,95.38%,42000,63,Machoke,,0,89.72%,422,97.63%,70000,187,Machamp,,0,,,,,,,,,
135,Machop,,66,♂,1005,133,7,7,7,46.7,32.0,32.0,,,,"2021-01-16 16:01","2021-01-16 16:01",1/16/2021,,,0,0,0,6000,44.54%,2272,83.38%,128000,162,Machop,,0,42.86%,2341,86.45%,128000,187,Machoke,,0,,,,,,,,,
136,Machop,,66,♂,1108,137,15,10,11,80.0,33.0,33.0,,,,"2021-01-16 16:01","2021-01-16 16:01",1/16/2021,,,0,0,0,7000,93.24%,278,92.91%,116000,150,Machop,,0,93.46%,269,94.05%,116000,175,Machoke,,0,,,,,,,,,
137,Machop,,66,♂,721,117,8,4,15,60.0,22.0,22.0,,,,"2021-01-16 16:01","2021-01-16 16:01",1/16/2021,,,0,0,0,3000,28.60%,2925,93.93%,40500,61,Machoke,,0,57.51%,1741,96.09%,69000,185,Machamp,,0,,,,,,,,,
138,Machop,,66,♂,665,107,10,15,12,82.2,19.0,19.0,,,,"2021-01-16 16:01","2021-01-16 16:01",1/16/2021,,,0,0,0,2500,67.37%,1337,95.82%,48000,67,Machoke,,0,42.15%,2370,95.50%,70000,187,Machamp,,0,,,,,,,,,
139,Machop,,66,♂,966,130,7,11,9,60.0,29.0,29.0,,,,"2021-01-16 16:01","2021-01-16 16:01",1/16/2021,,,0,0,0,5000,75.48%,1005,88.36%,160000,190,Machop,,0,73.19%,1099,96.74%,15000,137,Machamp,,0,,,,,,,,,
140,Machop,,66,♂,454,89,4,11,7,48.9,14.0,14.0,,,,"2021-01-16 16:01","2021-01-16 16:01",1/16/2021,,,0,0,0,1600,93.02%,287,97.55%,17400,143,Machamp,,0,80.90%,783,97.11%,115600,229,Machamp,,0,52.72%,1937,93.20%,3200,4,Machop,,0,
141,Machop,,66,♂,470,88,14,6,5,55.6,14.0,14.0,,,,"2021-01-16 16:01","2021-01-16 16:01",1/16/2021,,,0,0,0,1600,36.75%,2591,94.42%,15200,141,Machamp,,0,10.21%,3678,94.00%,99600,215,Machamp,,0,6.30%,3838,89.32%,1600,2,Machop,,0,
142,Remoraid,,223,♀,488,70,7,8,1,35.6,22.0,22.0,,,,"2021-01-16 16:01","2021-01-16 16:01",1/16/2021,,,0,0,0,3000,62.98%,1517,95.41%,20000,68,Octillery,,0,23.10%,3150,85.34%,214000,288,Octillery,,0,44.57%,2271,91.93%,3000,3,Remoraid,,0,
143,Machop,,66,♀,987,131,4,13,8,55.6,30.0,30.0,,,,"2021-01-16 16:01","2021-01-16 16:01",1/16/2021,,,0,0,0,5000,72.36%,1133,87.76%,150000,182,Machop,,0,87.08%,530,97.46%,10000,133,Machamp,,0,,,,,,,,,
144,Machop,,66,♀,1035,133,12,10,11,73.3,30.0,30.0,,,,"2021-01-16 16:01","2021-01-16 16:01",1/16/2021,,,0,0,0,5000,87.50%,513,91.08%,150000,182,Machop,,0,87.81%,500,92.58%,150000,207,Machoke,,0,,,,,,,,,
145,Machop,,66,♂,823,119,12,15,15,93.3,23.0,23.0,,,,"2021-01-16 16:01","2021-01-16 16:01",1/16/2021,,,0,0,0,3500,65.23%,1425,95.71%,22000,43,Machoke,,0,34.65%,2677,95.22%,43500,163,Machamp,,0,,,,,,,,,
146,Machop,,66,♂,1048,134,8,15,10,73.3,31.0,31.0,,,,"2021-01-16 16:01","2021-01-16 16:01",1/16/2021,,,0,0,0,6000,93.16%,281,92.80%,140000,174,Machop,,0,93.24%,278,93.98%,140000,199,Machoke,,0,,,,,,,,,
147,Machop,,66,♂,580,100,15,5,10,66.7,17.0,17.0,,,,"2021-01-16 16:00","2021-01-16 16:00",1/16/2021,,,0,0,0,2200,14.73%,3493,93.08%,60800,79,Machoke,,0,3.93%,3935,93.44%,83800,199,Machamp,,0,,,,,,,,,
148,Drilbur,,529,♂,924,109,12,10,9,68.9,25.0,25.0,,,,"2021-01-16 16:00","2021-01-16 16:00",1/9/2021,,,0,0,0,4000,82.95%,699,89.83%,194000,220,Drilbur,,0,62.56%,1534,96.04%,25000,72,Excadrill,,0,,,,,,,,,
149,Klink,,599,,526,80,13,10,15,84.4,20.0,20.0,,,,"2021-01-16 16:00","2021-01-16 16:00",1/6/2021,,,0,0,0,2500,45.45%,2235,95.06%,65000,83,Klang,,0,83.76%,666,96.72%,178000,307,Klinklang,,0,,,,,,,,,
150,Teddiursa,,216,♀,279,61,13,7,9,64.4,8.0,8.0,,,,"2021-01-16 16:00","2021-01-16 16:00",1/4/2021,,,0,1,0,961,41.88%,2381,94.38%,37690,107,Ursaring,,1,28.57%,2926,95.34%,51600,94,Ursaring,,2,34.43%,2686,91.91%,16808,30,Teddiursa,,1,
151,Chinchou,,170,♀,676,124,9,9,13,68.9,23.0,23.0,,,,"2021-01-16 16:00","2021-01-16 16:00",1/4/2021,,,0,0,0,3500,52.50%,1946,94.85%,26000,72,Lanturn,,0,80.68%,792,92.06%,208000,282,Lanturn,,0,,,,,,,,,
152,Aron,,304,♂,569,78,6,13,5,53.3,17.0,17.0,,,,"2021-01-16 16:00","2021-01-16 16:00",1/4/2021,,,0,0,0,2200,54.19%,1877,94.70%,65300,83,Lairon,,0,63.47%,1497,96.37%,116800,229,Aggron,,0,,,,,,,,,
153,Spheal,,363,♀,364,91,12,11,12,77.8,14.0,14.0,,,,"2021-01-16 16:00","2021-01-16 16:00",1/4/2021,,,0,0,0,1600,44.05%,2292,94.21%,140600,155,Sealeo,,0,53.82%,1892,95.18%,177600,299,Walrein,,0,44.47%,2275,92.00%,19600,20,Spheal,,0,
154,Froakie,,656,♂,649,84,15,5,6,57.8,25.0,25.0,,,,"2021-01-16 16:00","2021-01-16 16:00",1/4/2021,,,0,0,0,4000,39.88%,2463,92.15%,165000,203,Frogadier,,0,51.26%,1997,94.55%,184000,330,Greninja,,0,,,,,,,,,
155,Mudkip,,258,♂,486,77,12,12,8,71.1,16.0,16.0,,,,"2021-01-16 16:00","2021-01-16 16:00",1/4/2021,,,0,0,0,1900,35.80%,2630,94.15%,8200,133,Swampert,,0,47.91%,2134,96.04%,102600,215,Swampert,,0,15.04%,3480,90.08%,0,0,Mudkip,,0,
156,Wooper,,194,♀,216,75,9,4,6,42.2,14.0,14.0,,,,"2021-01-16 16:00","2021-01-16 16:00",1/4/2021,,,0,0,0,1600,15.70%,3453,92.74%,85100,128,Quagsire,,0,34.51%,2683,86.25%,249600,322,Quagsire,,0,33.31%,2732,89.11%,154600,146,Wooper,,0,
157,Cubchoo,,613,♂,423,79,3,12,3,40.0,16.0,16.0,,,,"2021-01-16 16:00","2021-01-16 16:00",1/3/2021,,,0,0,0,1900,59.46%,1661,94.91%,10400,60,Beartic,,0,82.39%,722,97.50%,120600,158,Beartic,,0,60.39%,1623,93.40%,10400,10,Cubchoo,,0,
158,Weedle,,13,♂,312,89,7,13,7,60.0,28.0,28.0,,,,"2021-01-16 16:00","2021-01-16 16:00",1/3/2021,,,0,0,0,4500,71.31%,1176,96.25%,29000,86,Beedrill,Normal,0,75.16%,1018,90.29%,169000,260,Beedrill,Normal,0,77.48%,923,82.06%,169000,198,Weedle,,0,
159,Trubbish,,568,♀,456,86,5,8,15,62.2,18.0,18.0,,,,"2021-01-16 16:00","2021-01-16 16:00",1/3/2021,,,0,0,0,2200,95.53%,184,97.82%,33400,80,Garbodor,,0,75.07%,1022,91.19%,234400,306,Garbodor,,0,76.14%,978,94.60%,6900,6,Trubbish,,0,
160,Woobat,,527,♂,608,116,0,8,12,44.4,25.0,25.0,,,,"2021-01-16 16:00","2021-01-16 16:00",1/3/2021,,,0,0,0,4000,94.80%,214,98.28%,174000,240,Swoobat,,0,40.00%,2458,85.49%,194000,270,Swoobat,,0,,,,,,,,,
161,Jigglypuff,,39,♀,432,167,13,5,5,51.1,24.0,24.0,,,,"2021-01-16 16:00","2021-01-16 16:00",1/3/2021,,,0,0,0,3500,1.98%,4015,90.94%,41000,86,Wigglytuff,,0,50.92%,2011,86.85%,201000,276,Wigglytuff,,0,9.50%,3707,86.40%,27500,24,Jigglypuff,,0,
162,Tentacool,,72,♂,655,83,6,14,5,55.6,25.0,25.0,,,,"2021-01-16 16:00","2021-01-16 16:00",1/3/2021,,,0,0,0,4000,53.55%,1903,84.51%,194000,220,Tentacool,,0,60.00%,1639,89.93%,194000,270,Tentacruel,,0,,,,,,,,,
163,Piplup,,393,♂,453,81,8,13,10,68.9,16.0,16.0,,,,"2021-01-16 15:59","2021-01-16 15:59",1/2/2021,,,0,0,0,1900,93.46%,269,97.10%,12600,137,Empoleon,,0,71.06%,1186,96.79%,126600,239,Empoleon,,0,67.06%,1350,93.78%,6000,6,Piplup,,0,
164,Cubchoo,,613,♂,481,87,11,8,13,71.1,17.0,17.0,,,,"2021-01-16 15:59","2021-01-16 15:59",1/2/2021,,,0,0,0,2200,82.44%,720,96.13%,4400,54,Beartic,,0,65.81%,1401,96.73%,88800,128,Beartic,,0,47.13%,2166,92.54%,2200,2,Cubchoo,,0,
165,Tauros,,128,♂,1451,115,10,14,13,82.2,20.0,20.0,Tackle,Iron Head,,"2021-01-16 15:59","2021-01-16 15:59",1/2/2021,,,0,0,0,2500,79.58%,837,96.36%,2500,2,Tauros,,0,94.24%,237,97.82%,196000,206,Tauros,,0,,,,,,,,,
166,Joltik,,595,♂,749,99,15,4,4,51.1,28.0,28.0,,,,"2021-01-16 15:59","2021-01-16 15:59",1/1/2021,,,0,0,0,4500,53.09%,1922,83.50%,169000,198,Joltik,,0,45.03%,2252,87.28%,169000,248,Galvantula,,0,,,,,,,,,
167,Panpour,,515,♂,527,89,13,13,12,84.4,20.0,20.0,,,,"2021-01-16 15:59","2021-01-16 15:59",1/1/2021,,,0,0,0,2500,39.27%,2488,94.35%,14000,63,Simipour,,0,97.51%,103,96.49%,225000,298,Simipour,,0,,,,,,,,,
168,Marill,,183,♂,365,135,14,4,13,68.9,30.0,30.0,,,,"2021-01-16 15:59","2021-01-16 15:59",12/31/2020,,,0,0,0,5000,75.36%,1010,95.15%,130000,177,Azumarill,,0,85.52%,594,92.19%,150000,207,Azumarill,,0,87.42%,516,87.49%,150000,182,Marill,,0,
169,Torchic,,255,♂,449,73,11,13,14,84.4,15.0,15.0,,,,"2021-01-16 15:59","2021-01-16 15:59",12/31/2020,,,0,0,0,1900,87.47%,514,96.08%,166400,185,Combusken,,0,81.47%,760,97.10%,130400,243,Blaziken,,0,78.27%,891,94.52%,5700,6,Torchic,,0,
170,Elgyem,,605,♀,578,80,14,14,10,84.4,15.0,15.0,,,,"2021-01-16 15:59","2021-01-16 15:59",12/31/2020,,,0,0,0,1900,17.53%,3378,93.50%,16400,66,Beheeyem,,0,40.78%,2426,95.29%,151400,192,Beheeyem,,0,,,,,,,,,
171,Darumaka,Normal,554,♂,599,96,12,13,14,86.7,15.0,15.0,,,,"2021-01-16 15:59","2021-01-16 15:59",12/31/2020,,,0,0,0,1900,70.06%,1227,95.82%,7600,58,Darmanitan,Normal,0,65.69%,1406,96.59%,81900,124,Darmanitan,Normal,0,,,,,,,,,
172,Chinchou,,170,♂,900,136,15,4,4,51.1,31.0,31.0,,,,"2021-01-16 15:59","2021-01-16 15:59",12/31/2020,,,0,0,0,6000,58.85%,1686,85.49%,140000,174,Chinchou,,0,57.39%,1746,89.02%,140000,224,Lanturn,,0,,,,,,,,,
173,Poliwag,,60,♀,339,69,12,12,14,84.4,15.0,15.0,,,,"2021-01-16 15:59","2021-01-16 15:59",12/31/2020,,,0,0,0,1900,81.15%,773,96.43%,32400,155,Politoed,,0,95.80%,173,98.00%,226400,363,Poliwrath,,0,57.09%,1758,92.70%,32400,30,Poliwag,,0,
174,Eevee,,133,♂,713,102,7,13,5,55.6,26.0,26.0,,,,"2021-01-16 15:59","2021-01-16 15:59",12/31/2020,,,0,0,0,4000,52.43%,1949,94.65%,4000,29,Umbreon,,0,69.47%,1251,96.74%,52000,71,Flareon,,0,,,,,,,,,
175,Snover,,459,♂,626,101,10,11,15,80.0,20.0,20.0,,,,"2021-01-16 15:59","2021-01-16 15:59",12/31/2020,,,0,0,0,2500,83.76%,666,96.83%,17000,66,Abomasnow,Normal,0,94.73%,217,95.16%,225000,298,Abomasnow,Normal,0,,,,,,,,,
176,Piplup,,393,♂,824,105,12,11,4,60.0,29.0,29.0,,,,"2020-12-28 08:11","2020-12-28 08:11",12/28/2020,,,0,0,1,5000,25.86%,3037,93.19%,80000,107,Prinplup,,0,13.11%,3559,94.43%,44000,165,Empoleon,,0,,,,,,,,,
177,Snover,,459,♀,672,106,5,15,15,77.8,22.0,22.0,,,,"2020-12-28 08:11","2020-12-28 08:10",12/28/2020,48.69kg,0.94m,0,0,5,3000,78.29%,890,96.49%,6000,56,Abomasnow,Normal,0,93.53%,266,94.82%,214000,288,Abomasnow,Normal,0,,,,,,,,,
178,Wailmer,,320,♀,780,172,10,10,11,68.9,20.0,20.0,,,,"2020-12-28 08:10","2020-12-28 08:10",12/27/2020,,,0,0,0,2500,37.17%,2574,93.71%,24000,422,Wailord,,0,78.49%,882,91.30%,225000,648,Wailord,,0,,,,,,,,,
179,Darumaka,Normal,554,♂,604,94,14,14,11,86.7,15.0,15.0,,,,"2020-12-28 08:10","2020-12-28 08:10",12/25/2020,,,0,0,2,1900,70.50%,1209,95.84%,7600,58,Darmanitan,Normal,0,74.07%,1063,96.94%,81900,124,Darmanitan,Normal,0,,,,,,,,,
180,Igglybuff,,174,♂,300,130,15,14,11,88.9,20.0,20.0,,,,"2020-12-28 08:10","2020-12-28 08:10",12/25/2020,,,0,0,0,2500,55.36%,1829,95.08%,51500,121,Wigglytuff,,0,99.22%,33,97.83%,225000,323,Wigglytuff,,0,94.14%,241,95.44%,161000,160,Igglybuff,,0,
181,Stantler,,234,♂,1369,124,5,7,14,57.8,24.0,24.0,Tackle,Wild Charge,,"2020-12-28 08:10","2020-12-28 08:10",12/24/2020,,,0,0,0,3500,78.19%,894,96.35%,15000,12,Stantler,,0,62.98%,1517,89.36%,201000,226,Stantler,,0,,,,,,,,,
182,Spheal,,363,♀,485,107,4,8,3,33.3,21.0,21.0,,,,"2020-12-28 08:09","2020-12-28 08:09",12/24/2020,,,0,0,2,3000,76.92%,946,96.10%,210000,254,Sealeo,,0,43.86%,2300,94.74%,220000,369,Walrein,,0,73.72%,1077,94.34%,3000,3,Spheal,,0,
183,Vanillite,,582,♂,691,83,10,5,9,53.3,26.0,26.0,,,,"2020-12-28 08:09","2020-12-28 08:09",12/24/2020,,,0,0,0,4000,54.09%,1881,92.47%,186000,239,Vanillish,,0,42.98%,2336,95.80%,114000,241,Vanilluxe,,0,,,,,,,,,
184,Lopunny,,428,♀,1382,114,5,10,5,44.4,26.0,26.0,Pound,Fire Punch,,"2020-12-28 08:08","2020-12-28 08:08",12/24/2020,,,0,0,0,4000,62.95%,1518,95.09%,17000,16,Lopunny,Normal,0,34.92%,2666,86.65%,186000,214,Lopunny,Normal,0,,,,,,,,,
185,Piplup,,393,♂,143,46,1,3,2,13.3,6.0,6.0,,,,"2020-12-28 08:08","2020-12-28 08:08",12/24/2020,,,0,0,0,600,84.76%,625,96.31%,43900,173,Empoleon,,0,51.06%,2005,96.03%,228400,365,Empoleon,,0,95.60%,181,97.19%,1200,127,Empoleon,,0,
186,Aron,,304,♀,537,76,12,14,10,80.0,15.0,15.0,,,,"2020-12-28 08:08","2020-12-28 08:08",12/24/2020,,,0,0,0,1900,84.62%,631,96.72%,12000,137,Aggron,,0,62.20%,1549,96.32%,96400,211,Aggron,,0,,,,,,,,,
187,Poliwag,,60,♀,418,74,6,15,4,55.6,20.0,20.0,,,,"2020-12-28 08:08","2020-12-28 08:08",12/24/2020,,,0,0,2,2500,88.18%,485,96.94%,17000,141,Politoed,,0,62.34%,1543,93.86%,225000,373,Poliwrath,,0,63.59%,1492,93.26%,20500,19,Poliwag,,0,
188,Poliwag,,60,♂,616,91,13,4,7,53.3,29.0,29.0,,,,"2020-12-28 08:07","2020-12-28 08:07",12/24/2020,,,0,0,4,5000,57.53%,1740,86.87%,160000,215,Poliwhirl,,0,59.76%,1649,93.63%,160000,315,Poliwrath,,0,,,,,,,,,
