Index,Name,Form,Pokemon Number,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Original Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Prod (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Prod (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Marked for PvP use
102,Noctowl,,164,♀,1742,174,10,8,4,48.9,35.0,35.0,,,,"2020-12-13 21:11","2020-12-13 21:11",12/11/2020,,,0,0,0,0,,,,,,,,,54.63%,1859,88.75%,338000,118,Noctowl,,0,
103,Misdreavus,,200,♂,1468,115,6,13,6,55.6,29.0,29.0,,,,"2020-12-13 21:11","2020-12-13 21:11",12/11/2020,,,0,0,0,5000,69.01%,1270,95.97%,5000,4,Misdreavus,,0,64.69%,1447,96.31%,202000,290,Mismagius,,0,
104,Chespin,,650,♀,677,104,4,15,11,66.7,24.0,24.0,,,,"2020-12-13 21:11","2020-12-13 21:11",12/11/2020,,,0,0,0,3500,92.87%,293,97.99%,129000,153,Quilladin,,0,98.51%,62,98.84%,85000,201,Chesnaught,,0,
105,Pikachu,Normal,25,♂,680,86,13,6,14,73.3,27.0,27.0,,,,"2020-12-13 21:11","2020-12-13 21:11",12/11/2020,,,0,0,0,4500,89.55%,429,90.44%,428000,206,Pikachu,Normal,0,89.91%,414,93.67%,428000,256,Raichu,Normal,0,
106,Eevee,,133,♂,904,114,11,14,7,71.1,33.0,33.0,,,,"2020-12-13 21:11","2020-12-13 21:11",12/11/2020,,,0,0,0,7000,89.13%,446,90.92%,366000,150,Eevee,,0,56.09%,1799,95.76%,0,25,Jolteon,,0,
107,Spheal,,363,♂,476,103,13,13,11,82.2,18.0,18.0,,,,"2020-12-13 21:11","2020-12-13 21:11",12/11/2020,,,0,0,0,2200,48.50%,2110,94.92%,6900,131,Walrein,,0,43.05%,2333,95.47%,154400,273,Walrein,,0,
108,Slakoth,,287,♀,604,109,4,4,9,37.8,25.0,25.0,,,,"2020-12-13 21:11","2020-12-13 21:11",12/11/2020,,,0,0,0,4000,41.59%,2393,94.54%,39000,59,Vigoroth,,0,24.27%,3102,84.70%,444000,245,Vigoroth,,0,
109,Clefairy,,35,♂,802,124,5,15,8,62.2,27.0,27.0,,,,"2020-12-13 21:11","2020-12-13 21:11",12/11/2020,,,0,0,0,4500,76.24%,974,88.29%,428000,206,Clefairy,,0,92.97%,289,97.80%,356000,256,Clefable,,0,
110,Skarmory,,227,♂,1654,119,13,0,0,28.9,30.0,30.0,Steel Wing,Sky Attack,,"2020-12-13 21:10","2020-12-13 21:10",12/11/2020,,,0,0,0,5000,,,,,,,,,16.68%,3413,84.54%,400000,182,Skarmory,,0,
111,Drilbur,,529,♂,914,114,2,0,7,20.0,28.0,28.0,,,,"2020-12-13 21:10","2020-12-13 21:10",12/11/2020,,,0,0,0,4500,3.25%,3963,77.90%,419000,198,Drilbur,,0,42.91%,2339,95.31%,24000,70,Excadrill,,0,
112,Wooper,,194,♂,434,99,14,10,0,53.3,26.0,26.0,,,,"2020-12-10 21:43","2020-12-10 21:43",12/10/2020,,,0,0,1,4000,5.27%,3880,91.77%,12500,62,Quagsire,,0,67.69%,1324,89.81%,436000,264,Quagsire,,0,
113,Wooper,,194,♀,444,112,6,6,10,48.9,29.0,29.0,,,,"2020-12-10 21:43","2020-12-10 21:43",12/10/2020,,,0,0,5,5000,78.46%,883,96.24%,0,50,Quagsire,,0,,,,,,,,,G
114,Makuhita,,296,♂,394,104,13,11,9,73.3,18.0,18.0,,,,"2020-12-09 23:43","2020-12-09 23:43",12/9/2020,,,0,0,2,2200,49.67%,2062,94.88%,4400,54,Hariyama,,0,,,,,,,,,G
115,Darumaka,Normal,554,♂,597,95,12,13,13,84.4,15.0,15.0,,,,"2020-12-09 22:27","2020-12-09 22:27",12/9/2020,,,0,0,2,1900,55.60%,1819,95.11%,7600,58,Darmanitan,Normal,0,51.36%,1993,96.04%,81900,124,Darmanitan,Normal,0,
116,Fennekin,,653,♂,709,94,3,5,13,46.7,28.0,28.0,,,,"2020-12-09 22:24","2020-12-09 22:24",12/9/2020,,,0,0,0,4500,83.10%,693,96.99%,74000,97,Braixen,,0,93.97%,248,98.30%,41000,161,Delphox,,0,
117,Bunnelby,,659,♂,394,90,10,8,12,66.7,28.0,28.0,,,,"2020-12-09 00:11","2020-12-09 00:11",12/9/2020,,,0,0,0,4500,68.91%,1274,94.99%,281000,248,Diggersby,,0,80.22%,811,91.07%,419000,248,Diggersby,,0,
118,Turtwig,,387,♂,209,55,3,15,13,68.9,7.0,7.0,,,,"2020-12-09 00:11","2020-12-09 00:11",12/9/2020,,,0,0,2,800,99.78%,10,99.38%,35200,165,Torterra,,0,,,,,,,,,G
119,Charmander,,4,♂,149,41,7,15,11,73.3,6.0,6.0,,,,"2020-12-09 00:11","2020-12-09 00:11",12/9/2020,,,0,0,2,600,97.17%,117,97.92%,36400,167,Charizard,Normal,0,,,,,,,,,G
120,Swinub,,220,♀,421,92,8,2,5,33.3,24.0,24.0,,,,"2020-12-09 00:11","2020-12-09 00:11",12/9/2020,,,0,0,2,3500,23.83%,3120,93.70%,3500,28,Piloswine,,0,,,,,,,,,G
121,Bronzor,,436,,330,100,5,5,1,24.4,25.0,25.0,,,,"2020-12-09 00:11","2020-12-09 00:11",12/9/2020,,,0,0,2,4000,19.24%,3308,93.35%,8000,56,Bronzong,,0,,,,,,,,,G
122,Phanpy,,231,♀,552,117,11,14,6,68.9,17.0,17.0,,,,"2020-12-06 13:38","2020-12-06 13:38",12/6/2020,,,0,0,2,2200,58.41%,1704,95.62%,4400,54,Donphan,,0,,,,,,,,,G
123,Aron,,304,♀,935,101,0,9,2,24.4,30.0,30.0,,,,"2020-12-06 13:17","2020-12-06 13:17",12/6/2020,,,0,0,1,5000,6.15%,3844,78.14%,400000,182,Aron,,0,83.57%,674,97.30%,70000,199,Aggron,,0,
124,Charmander,,4,♂,418,71,8,3,11,48.9,17.0,17.0,,,,"2020-12-06 13:17","2020-12-06 13:17",12/3/2020,,,0,0,1,2200,79.05%,859,96.15%,11300,135,Charizard,Normal,0,56.39%,1787,96.10%,150800,267,Charizard,Normal,0,
125,Treecko,,252,♂,884,100,12,6,14,71.1,33.0,33.0,,,,"2020-12-06 13:17","2020-12-06 13:17",12/1/2020,,,0,0,1,7000,32.82%,2752,93.76%,44000,77,Grovyle,,0,45.89%,2217,95.93%,44000,177,Sceptile,,0,
126,Drilbur,,529,♀,1069,118,12,14,13,86.7,28.0,28.0,,,,"2020-12-06 13:17","2020-12-06 13:17",12/1/2020,,,0,0,1,4500,98.73%,53,98.21%,389000,198,Drilbur,,0,98.71%,54,96.56%,419000,198,Drilbur,,0,
127,Starly,,396,♀,356,78,12,6,15,73.3,19.0,19.0,,,,"2020-12-06 13:17","2020-12-06 13:17",11/29/2020,,,0,0,0,2500,28.64%,2923,93.79%,0,125,Staraptor,,0,,,,,,,,,G
128,Starly,,396,♂,327,73,13,9,14,80.0,17.0,17.0,,,,"2020-12-06 13:16","2020-12-06 13:16",11/29/2020,,,0,0,2,2200,62.66%,1530,95.33%,8800,133,Staraptor,,0,39.61%,2474,95.73%,129800,243,Staraptor,,0,
129,Anorith,,347,♂,1199,99,8,9,8,55.6,30.0,30.0,,,,"2020-12-06 13:16","2020-12-06 13:16",11/29/2020,,,0,0,0,5000,67.25%,1342,95.40%,275000,182,Anorith,,0,67.84%,1318,96.82%,70000,124,Armaldo,,0,
130,Teddiursa,,216,♀,642,93,7,8,5,44.4,19.0,19.0,,,,"2020-12-06 13:16","2020-12-06 13:16",11/29/2020,,,0,0,2,2500,43.17%,2328,94.45%,0,50,Ursaring,,0,,,,,,,,,G
131,Anorith,,347,♂,858,85,15,11,15,91.1,20.0,20.0,,,,"2020-12-06 13:16","2020-12-06 13:16",11/29/2020,,,0,0,1,2500,48.21%,2122,94.35%,215000,233,Anorith,,0,49.16%,2083,96.13%,97000,136,Armaldo,,0,
132,Psyduck,,54,♂,589,93,0,6,13,42.2,22.0,22.0,,,,"2020-12-06 13:16","2020-12-06 13:16",11/28/2020,,,0,0,2,3000,85.05%,613,96.93%,9500,59,Golduck,,0,,,,,,,,,G
133,Nidoran♀,,29,♀,452,96,13,13,15,91.1,20.0,20.0,,,,"2020-12-06 13:16","2020-12-06 13:16",11/27/2020,,,0,0,2,2500,19.29%,3306,93.40%,5000,129,Nidoqueen,,0,,,,,,,,,G
134,Lickitung,,108,♀,926,145,7,4,7,40.0,26.0,26.0,,,,"2020-12-06 13:16","2020-12-06 13:16",11/26/2020,,,0,0,1,4000,29.79%,2876,89.09%,436000,214,Lickitung,,0,60.95%,1600,95.76%,392000,314,Lickilicky,,0,
135,Magikarp,,129,♀,203,70,11,8,12,68.9,30.0,30.0,,,,"2020-12-06 13:15","2020-12-06 13:15",11/24/2020,,,0,0,1,5000,83.79%,665,81.53%,400000,182,Magikarp,,0,83.79%,665,81.53%,400000,182,Magikarp,,0,
136,Drilbur,,529,♂,597,92,9,2,13,53.3,17.0,17.0,,,,"2020-12-06 13:15","2020-12-06 13:15",11/24/2020,,,0,0,2,2200,10.84%,3652,92.79%,0,50,Excadrill,,0,,,,,,,,,G
137,Magnemite,,81,,657,57,2,15,6,51.1,19.0,19.0,,,,"2020-12-06 13:15","2020-12-06 13:15",11/21/2020,,,0,0,0,2500,96.53%,143,97.77%,22000,45,Magneton,,0,98.95%,44,98.75%,75000,191,Magnezone,,0,
138,Anorith,,347,♂,655,73,7,4,6,37.8,17.0,17.0,,,,"2020-12-06 13:15","2020-12-06 13:15",11/21/2020,,,0,0,0,2200,52.89%,1930,95.19%,13800,62,Armaldo,,0,43.00%,2335,95.91%,182800,232,Armaldo,,0,
139,Zubat,,41,♀,438,91,1,11,10,48.9,28.0,28.0,,,,"2020-12-06 13:15","2020-12-06 13:15",11/21/2020,,,0,0,2,4500,97.24%,114,97.75%,14000,37,Golbat,,0,,,,,,,,,G
140,Bulbasaur,,1,♂,531,76,6,10,4,44.4,19.0,19.0,,,,"2020-12-06 13:15","2020-11-15 15:07",11/15/2020,,,0,0,1,2500,24.84%,3079,93.79%,7500,131,Venusaur,Normal,0,,,,,,,,,G
141,Electabuzz,,125,♀,1486,109,13,4,4,46.7,24.0,24.0,Thunder Shock,Thunderbolt,,"2020-11-15 15:13","2020-11-15 10:42",11/15/2020,25.43kg,1.08m,0,0,0,3500,12.63%,3579,93.19%,0,0,Electabuzz,,0,4.32%,3919,93.60%,56000,148,Electivire,,0,
142,Electabuzz,,125,♂,1704,117,12,10,6,62.2,27.0,27.0,Thunder Shock,Thunderbolt,,"2020-11-15 15:13","2020-11-15 10:42",11/15/2020,28.06kg,1.12m,0,0,0,4500,,,,,,,,,84.18%,649,96.31%,428000,206,Electabuzz,,0,
143,Electabuzz,,125,♂,1296,102,8,11,4,51.1,21.0,21.0,Low Kick,Thunder Punch,,"2020-11-15 15:13","2020-11-15 10:42",11/15/2020,35.36kg,1.14m,0,0,1,3000,44.27%,2283,94.91%,19000,18,Electabuzz,,0,43.13%,2330,95.66%,75000,166,Electivire,,0,
144,Electabuzz,,125,♂,1901,125,7,4,5,35.6,33.0,33.0,Low Kick,Thunderbolt,,"2020-11-15 15:13","2020-11-15 10:42",11/15/2020,26.67kg,1.09m,0,0,0,7000,,,,,,,,,22.69%,3167,90.02%,366000,150,Electabuzz,,0,
145,Electabuzz,,125,♂,2095,132,14,9,11,75.6,35.0,35.0,Low Kick,Thunder,,"2020-11-15 15:12","2020-11-15 10:43",11/15/2020,30.45kg,1.12m,0,0,1,8000,,,,,,,,,76.12%,979,95.69%,280000,118,Electabuzz,,0,
146,Electabuzz,,125,♂,1997,129,8,14,10,71.1,33.0,33.0,Thunder Shock,Thunderbolt,,"2020-11-15 15:12","2020-11-15 10:43",11/15/2020,44.71kg,1.33m,0,0,0,7000,,,,,,,,,94.68%,219,97.51%,351000,150,Electabuzz,,0,
147,Electabuzz,,125,♂,2151,135,14,14,15,95.6,35.0,35.0,Thunder Shock,Thunder Punch,,"2020-11-15 15:11","2020-11-15 10:43",11/15/2020,45.93kg,1.31m,0,0,0,8000,,,,,,,,,94.87%,211,97.53%,226000,118,Electabuzz,,0,
148,Electabuzz,,125,♀,1675,119,4,5,6,33.3,28.0,28.0,Low Kick,Thunderbolt,,"2020-11-15 15:11","2020-11-15 10:43",11/15/2020,35.06kg,1.22m,0,0,0,4500,,,,,,,,,69.91%,1233,96.71%,47000,142,Electivire,,0,
149,Electabuzz,,125,♂,1725,118,12,4,4,44.4,28.0,28.0,Low Kick,Thunderbolt,,"2020-11-15 15:11","2020-11-15 10:43",11/15/2020,33.72kg,1.11m,0,0,0,4500,,,,,,,,,20.73%,3247,94.71%,29000,124,Electivire,,0,
150,Electabuzz,,125,♀,1992,125,13,10,5,62.2,33.0,33.0,Thunder Shock,Thunder Punch,,"2020-11-15 15:10","2020-11-15 10:44",11/15/2020,25.96kg,1.13m,0,0,0,7000,,,,,,,,,65.35%,1420,94.84%,351000,150,Electabuzz,,0,
151,Electabuzz,,125,♂,1673,118,5,4,5,31.1,28.0,28.0,Low Kick,Thunder Punch,,"2020-11-15 15:10","2020-11-15 10:44",11/15/2020,39.22kg,1.22m,0,0,0,4500,,,,,,,,,47.30%,2159,95.82%,47000,142,Electivire,,0,
152,Electabuzz,,125,♀,1473,110,8,7,6,46.7,24.0,24.0,Low Kick,Thunder Punch,,"2020-11-15 15:10","2020-11-15 10:44",11/15/2020,29.22kg,0.93m,0,0,0,3500,17.17%,3393,93.52%,0,0,Electabuzz,,0,42.25%,2366,95.63%,61000,152,Electivire,,0,
153,Electabuzz,,125,♀,1605,119,5,8,12,55.6,26.0,26.0,Thunder Shock,Thunder Punch,,"2020-11-15 15:10","2020-11-15 10:44",11/15/2020,28.72kg,1.07m,0,0,4,4000,,,,,,,,,77.78%,911,97.04%,41000,136,Electivire,,0,
154,Electabuzz,,125,♀,2048,131,12,14,12,84.4,33.0,33.0,Thunder Shock,Thunderbolt,,"2020-11-15 15:10","2020-11-15 10:48",11/15/2020,18.93kg,0.96m,0,0,0,7000,,,,,,,,,91.11%,365,97.04%,294000,150,Electabuzz,,0,
155,Electabuzz,,125,♀,1664,117,7,10,6,51.1,27.0,27.0,Thunder Shock,Thunder Punch,,"2020-11-15 15:10","2020-11-15 10:44",11/15/2020,34.12kg,1.06m,0,0,0,4500,,,,,,,,,55.70%,1815,96.14%,33000,128,Electivire,,0,
156,Electabuzz,,125,♂,1914,130,6,10,14,66.7,31.0,31.0,Thunder Shock,Thunder,,"2020-11-15 15:09","2020-11-15 10:49",11/15/2020,31.46kg,1.16m,0,0,0,6000,,,,,,,,,94.70%,218,97.51%,390000,174,Electabuzz,,0,
157,Electabuzz,,125,♂,1740,123,1,8,9,40.0,29.0,29.0,Thunder Shock,Thunder Punch,,"2020-11-15 15:09","2020-11-15 11:28",11/15/2020,21.41kg,1m,0,0,0,5000,,,,,,,,,91.62%,344,97.88%,32000,128,Electivire,,0,
158,Electabuzz,,125,♀,2025,135,7,5,15,60.0,35.0,35.0,Low Kick,Thunder,,"2020-11-15 15:09","2020-11-15 10:48",11/15/2020,18.89kg,0.94m,0,0,1,8000,,,,,,,,,76.56%,961,95.72%,338000,118,Electabuzz,,0,
159,Electabuzz,,125,♂,1808,126,5,2,10,37.8,30.0,30.0,Low Kick,Thunder Punch,,"2020-11-15 15:09","2020-11-15 11:28",11/15/2020,19.54kg,1m,0,0,0,5000,,,,,,,,,68.30%,1299,96.64%,22000,120,Electivire,,0,
160,Electabuzz,,125,♂,1741,121,4,15,9,62.2,28.0,28.0,Low Kick,Thunder,,"2020-11-15 15:09","2020-11-15 11:28",11/15/2020,25.3kg,1.04m,0,0,0,4500,,,,,,,,,96.19%,157,98.37%,19000,116,Electivire,,0,
161,Electabuzz,,125,♂,1673,117,1,4,0,11.1,29.0,29.0,Low Kick,Thunder Punch,,"2020-11-15 15:09","2020-11-15 11:28",11/15/2020,37.3kg,1.26m,0,0,0,5000,,,,,,,,,30.94%,2829,95.17%,58000,156,Electivire,,0,
162,Electabuzz,,125,♂,1289,104,3,2,4,20.0,22.0,22.0,Low Kick,Thunder Punch,,"2020-11-15 15:08","2020-11-15 11:28",11/15/2020,36.73kg,1.18m,0,0,1,3000,62.00%,1557,95.72%,24000,21,Electabuzz,,0,55.12%,1839,96.12%,105000,196,Electivire,,0,
163,Electabuzz,,125,♂,1888,129,9,6,14,64.4,30.0,30.0,Low Kick,Thunder,,"2020-11-15 15:08","2020-11-15 11:49",11/15/2020,17.71kg,0.9m,0,0,0,5000,,,,,,,,,86.81%,541,96.59%,400000,182,Electabuzz,,0,
164,Electabuzz,,125,♀,1414,107,9,7,5,46.7,23.0,23.0,Thunder Shock,Thunder,,"2020-11-15 15:08","2020-11-15 12:40",11/15/2020,25.69kg,0.95m,0,0,0,3500,11.70%,3617,93.12%,7000,6,Electabuzz,,0,,,,,,,,,G
165,Electabuzz,,125,♀,1874,123,11,8,6,55.6,30.0,30.0,Low Kick,Thunderbolt,,"2020-11-15 15:07","2020-11-15 12:40",11/15/2020,16.17kg,0.93m,0,0,0,5000,,,,,,,,,63.81%,1483,94.71%,400000,182,Electabuzz,,0,
166,Electabuzz,,125,♂,1775,125,0,6,8,31.1,30.0,30.0,Thunder Shock,Thunder,,"2020-11-15 15:07","2020-11-15 15:07",11/15/2020,41.29kg,1.18m,0,0,0,5000,,,,,,,,,79.44%,843,97.12%,28000,126,Electivire,,0,
167,Electabuzz,,125,♂,1269,105,5,3,10,40.0,21.0,21.0,Thunder Shock,Thunder Punch,,"2020-11-15 15:07","2020-11-15 15:06",11/15/2020,40.94kg,1.2m,0,0,0,3000,49.28%,2078,95.13%,22500,21,Electabuzz,,0,45.71%,2224,95.76%,86000,176,Electivire,,0,
168,Dunsparce,,206,♀,1496,180,13,9,13,77.8,34.5,34.5,Astonish,Dig,,"2020-11-15 13:00","2020-05-13 13:08",5/13/2020,,,0,0,5,0,32.50%,2765,94.07%,0,0,Dunsparce,,0,,,,,,,,,G
169,Absol,,359,♀,1483,108,13,12,14,86.7,21.0,21.0,Snarl,Megahorn,,"2020-11-15 12:53","2020-09-20 16:58",9/20/2020,,,0,0,5,0,67.03%,1351,95.61%,0,0,Absol,,0,,,,,,,,,G
170,Lairon,,305,♀,1491,115,15,5,15,77.8,26.0,26.0,Iron Tail,Rock Slide,,"2020-11-15 12:49","2020-04-28 14:46",3/1/2020,,,0,0,5,0,26.50%,3011,93.30%,0,0,Lairon,,0,,,,,,,,,G
171,Sandshrew,Alola,27,♂,714,88,14,11,11,80.0,20.0,20.0,,,,"2020-11-15 09:43","2020-11-15 09:43",11/9/2020,,,0,0,1,0,48.21%,2122,94.83%,11000,60,Sandslash,Alola,0,45.47%,2234,95.18%,313000,298,Sandslash,Alola,0,
172,Shroomish,,285,♀,450,99,14,14,11,86.7,20.0,20.0,,,,"2020-11-15 09:42","2020-11-15 09:42",11/8/2020,,,0,0,2,0,42.12%,2371,94.54%,0,50,Breloom,,0,,,,,,,,,G
173,Rhyhorn,,111,♀,764,108,15,7,7,64.4,17.0,17.0,,,,"2020-11-15 09:42","2020-11-15 09:42",11/4/2020,,,0,0,2,0,32.21%,2777,94.08%,0,25,Rhydon,,0,,,,,,,,,G
174,Cyndaquil,,155,♂,448,69,12,12,9,73.3,17.0,17.0,,,,"2020-11-15 09:42","2020-11-15 09:42",11/4/2020,,,0,0,2,0,37.31%,2568,94.18%,6600,131,Typhlosion,,0,,,,,,,,,G
175,Poliwag,,60,♂,459,78,15,12,11,84.4,20.0,20.0,,,,"2020-11-15 09:42","2020-11-15 09:42",11/1/2020,,,0,0,2,0,36.43%,2604,94.09%,2500,127,Poliwrath,,0,,,,,,,,,G
176,Litwick,,607,♂,262,66,1,2,14,37.8,11.0,11.0,,,,"2020-11-15 09:42","2020-11-15 09:42",10/24/2020,,,0,0,0,0,97.36%,109,97.54%,21400,151,Chandelure,,0,,,,,,,,,G
177,Misdreavus,,200,♀,1244,110,1,12,11,53.3,25.0,25.0,,,,"2020-11-15 09:41","2020-11-15 09:41",10/22/2020,,,0,0,0,0,97.02%,123,98.27%,44000,38,Misdreavus,,0,,,,,,,,,G
178,Farfetch'd,Galarian,83,♂,829,83,7,13,3,51.1,19.0,19.0,,,,"2020-11-15 09:41","2020-11-15 09:41",10/22/2020,,,0,0,1,0,58.61%,1696,95.49%,201000,210,Farfetch'd,Galarian,0,65.93%,1396,96.41%,114000,152,Sirfetch'd,,0,
179,Geodude,Alola,74,♀,510,67,15,11,15,91.1,14.0,14.0,,,,"2020-11-15 09:41","2020-11-15 09:41",10/22/2020,,,0,0,1,0,11.23%,3636,92.59%,76100,95,Graveler,Alola,0,5.54%,3869,93.85%,94600,211,Golem,Alola,0,
180,Chikorita,,152,♀,526,84,15,12,14,91.1,20.0,20.0,,,,"2020-11-15 09:40","2020-11-15 09:40",10/20/2020,,,0,0,1,0,68.67%,1284,94.71%,289000,273,Bayleef,,0,54.73%,1855,95.10%,301000,373,Meganium,,0,
181,Machop,,66,♂,1015,130,5,13,4,48.9,32.0,32.0,,,,"2020-11-15 09:40","2020-11-15 09:40",10/20/2020,,,0,0,1,0,61.51%,1577,85.67%,378000,162,Machop,,0,59.73%,1650,88.55%,378000,187,Machoke,,0,
182,Wooper,,194,♂,301,93,4,13,14,68.9,19.0,19.0,,,,"2020-11-15 09:40","2020-11-15 09:40",10/20/2020,,,0,0,0,0,74.68%,1038,96.06%,61000,104,Quagsire,,0,81.76%,748,91.76%,480000,302,Quagsire,,0,
183,Gulpin,,316,♂,624,133,4,12,14,66.7,29.0,29.0,,,,"2020-10-18 23:54","2020-10-18 23:54",10/18/2020,,,0,0,1,0,69.45%,1252,85.55%,410000,190,Gulpin,,0,73.02%,1106,90.85%,410000,240,Swalot,,0,
184,Stunky,,434,♀,648,103,11,5,5,46.7,22.0,22.0,,,,"2020-10-18 23:48","2020-10-18 23:48",10/18/2020,,,0,0,1,0,39.54%,2477,94.45%,13000,62,Skuntank,,0,42.61%,2351,93.39%,464000,288,Skuntank,,0,
185,Shroomish,,285,♂,437,101,10,15,15,88.9,20.0,20.0,,,,"2020-10-18 23:46","2020-10-18 23:46",10/18/2020,,,0,0,2,0,64.40%,1459,95.53%,0,50,Breloom,,0,,,,,,,,,G
186,Throh,,538,♂,2263,206,12,10,13,77.8,34.0,34.0,,,,"2020-10-18 21:13","2020-10-18 21:13",10/18/2020,,,0,0,0,0,,,,,,,,,40.54%,2436,95.30%,112000,134,Throh,,0,
187,Abra,,63,♂,973,69,4,11,3,40.0,29.0,29.0,,,,"2020-10-17 17:03","2020-10-17 17:03",10/17/2020,,,0,0,1,0,37.24%,2571,81.73%,410000,190,Abra,,0,77.83%,909,96.98%,38000,159,Alakazam,,0,
188,Charmander,,4,♂,456,76,0,10,13,51.1,19.0,19.0,,,,"2020-10-17 17:03","2020-10-17 17:03",10/17/2020,,,0,0,5,0,93.43%,270,97.34%,2500,127,Charizard,Normal,0,,,,,,,,,G
189,Wailmer,,320,♂,796,172,11,12,11,75.6,20.0,20.0,,,,"2020-10-17 17:03","2020-10-17 17:03",10/17/2020,,,0,0,0,0,82.05%,736,96.16%,24000,422,Wailord,,0,,,,,,,,,G
190,Charmander,,4,♂,412,68,8,12,11,68.9,16.0,16.0,,,,"2020-10-17 17:03","2020-10-17 17:03",10/17/2020,,,0,0,0,0,87.91%,496,96.77%,12600,137,Charizard,Normal,0,85.71%,586,97.36%,133600,247,Charizard,Normal,0,
191,Charmander,,4,♂,406,69,3,7,9,42.2,17.0,17.0,,,,"2020-10-17 16:29","2020-10-17 16:29",10/17/2020,,,0,0,0,0,64.44%,1457,95.37%,11300,135,Charizard,Normal,0,,,,,,,,,G
192,Charmander,,4,♀,458,72,1,14,7,48.9,19.0,19.0,,,,"2020-10-17 16:23","2020-10-17 16:23",10/17/2020,,,0,0,0,0,94.14%,241,97.94%,250000,277,Charmeleon,,0,91.84%,335,97.77%,150000,269,Charizard,Normal,0,
193,Machop,,66,♂,1053,133,11,8,6,55.6,33.0,33.0,,,,"2020-10-17 16:23","2020-10-17 16:23",10/17/2020,,,0,0,1,0,62.08%,1554,85.74%,366000,150,Machop,,0,60.88%,1603,88.69%,366000,175,Machoke,,0,
194,Charmander,,4,♂,501,74,11,5,7,51.1,20.0,20.0,,,,"2020-10-17 16:23","2020-10-17 16:23",10/17/2020,,,0,0,0,0,17.05%,3398,93.30%,205000,243,Charmeleon,,0,28.86%,2914,95.09%,130000,247,Charizard,Normal,0,
195,Charmander,,4,♀,463,69,7,10,2,42.2,19.0,19.0,,,,"2020-10-17 16:23","2020-10-17 16:23",10/17/2020,,,0,0,0,0,47.89%,2135,94.98%,240000,277,Charmeleon,,0,41.61%,2392,95.57%,150000,269,Charizard,Normal,0,
196,Charmander,,4,♂,472,72,7,2,4,28.9,20.0,20.0,,,,"2020-10-17 16:23","2020-10-17 16:23",10/17/2020,,,0,0,0,0,58.12%,1716,95.10%,0,125,Charizard,Normal,0,20.73%,3247,94.74%,161000,285,Charizard,Normal,0,
197,Charmander,,4,♂,481,76,5,4,10,42.2,20.0,20.0,,,,"2020-10-17 16:23","2020-10-17 16:23",10/17/2020,,,0,0,0,0,69.79%,1238,96.07%,256000,273,Charmeleon,,0,75.48%,1005,96.85%,153000,275,Charizard,Normal,0,
198,Charmander,,4,♂,684,89,11,4,11,57.8,27.0,27.0,,,,"2020-10-17 16:23","2020-10-17 16:23",10/17/2020,,,0,0,0,0,31.48%,2807,94.16%,149000,189,Charmeleon,,0,29.45%,2890,95.11%,76000,197,Charizard,Normal,0,
199,Charmander,,4,♂,823,95,15,13,12,88.9,30.0,30.0,,,,"2020-10-17 16:23","2020-10-17 16:23",10/17/2020,,,0,0,0,0,42.98%,2336,94.73%,55000,81,Charmeleon,,0,41.88%,2381,95.58%,10000,133,Charizard,Normal,0,
200,Charmander,,4,♂,462,72,0,2,1,6.7,21.0,21.0,,,,"2020-10-17 16:23","2020-10-17 16:22",10/17/2020,,,0,0,0,0,53.48%,1906,95.25%,371000,269,Charmeleon,,0,34.24%,2694,95.30%,200000,339,Charizard,Normal,0,
201,Charmander,,4,♂,478,70,5,11,0,35.6,20.0,20.0,,,,"2020-10-17 16:23","2020-10-17 16:23",10/17/2020,,,0,0,0,0,46.59%,2188,94.92%,256000,273,Charmeleon,,0,34.53%,2682,95.31%,153000,275,Charizard,Normal,0,
202,Charmander,,4,♂,509,81,3,5,15,51.1,21.0,21.0,,,,"2020-10-17 16:22","2020-10-17 16:22",10/17/2020,,,0,0,0,0,79.49%,841,96.64%,230000,269,Charmeleon,,0,91.09%,366,97.73%,140000,261,Charizard,Normal,0,
203,Charmander,,4,♂,813,92,15,13,9,82.2,30.0,30.0,,,,"2020-10-17 16:22","2020-10-17 16:22",10/17/2020,,,0,0,0,0,26.52%,3010,93.91%,62000,89,Charmeleon,,0,27.79%,2958,95.04%,16000,139,Charizard,Normal,0,
204,Charmander,,4,♂,412,68,8,13,10,68.9,16.0,16.0,,,,"2020-10-17 16:22","2020-10-17 16:22",10/17/2020,,,0,0,0,0,93.19%,280,97.30%,12600,137,Charizard,Normal,0,,,,,,,,,G
205,Charmander,,4,♂,530,80,2,3,7,26.7,23.0,23.0,,,,"2020-10-17 16:22","2020-10-17 16:22",10/17/2020,,,0,0,0,0,78.17%,895,96.53%,296000,257,Charmeleon,,0,68.23%,1302,96.55%,161000,291,Charizard,Normal,0,
