r,c href,c src,l,l href,c,c 2,c 3,c 4,c 5,c 6,
067,https://bulbapedia.bulbagarden.net/wiki/Machoke_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/e/ed/GO067.png/48px-GO067.png,Machoke,https://bulbapedia.bulbagarden.net/wiki/Machoke_(Pok%C3%A9mon),190,177,125,4203750,2031,2296,
068,https://bulbapedia.bulbagarden.net/wiki/Machamp_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/7/73/GO068.png/48px-GO068.png,Machamp,https://bulbapedia.bulbagarden.net/wiki/Machamp_(Pok%C3%A9mon),207,234,159,7701642,3056,3455,
069,https://bulbapedia.bulbagarden.net/wiki/Bellsprout_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/9/94/GO069.png/48px-GO069.png,Bellsprout,https://bulbapedia.bulbagarden.net/wiki/Bellsprout_(Pok%C3%A9mon),137,139,61,1161623,1033,1168,
070,https://bulbapedia.bulbagarden.net/wiki/Weepinbell_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/4/43/GO070.png/48px-GO070.png,Weepinbell,https://bulbapedia.bulbagarden.net/wiki/Weepinbell_(Pok%C3%A9mon),163,172,92,2579312,1611,1822,
071,https://bulbapedia.bulbagarden.net/wiki/Victreebel_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/4/45/GO071.png/48px-GO071.png,Victreebel,https://bulbapedia.bulbagarden.net/wiki/Victreebel_(Pok%C3%A9mon),190,207,135,5309550,2431,2748,
072,https://bulbapedia.bulbagarden.net/wiki/Tentacool_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/0/01/GO072.png/48px-GO072.png,Tentacool,https://bulbapedia.bulbagarden.net/wiki/Tentacool_(Pok%C3%A9mon),120,97,149,1734360,1040,1176,
073,https://bulbapedia.bulbagarden.net/wiki/Tentacruel_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/8/82/GO073.png/48px-GO073.png,Tentacruel,https://bulbapedia.bulbagarden.net/wiki/Tentacruel_(Pok%C3%A9mon),190,166,209,6591860,2422,2738,
074,https://bulbapedia.bulbagarden.net/wiki/Geodude_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/b/b1/GO074.png/48px-GO074.png,Geodude,https://bulbapedia.bulbagarden.net/wiki/Geodude_(Pok%C3%A9mon),120,132,132,2090880,1293,1462,
074A,https://bulbapedia.bulbagarden.net/wiki/Geodude_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/c/cd/GO074A.png/48px-GO074A.png,Geodude,https://bulbapedia.bulbagarden.net/wiki/Geodude_(Pok%C3%A9mon),120,132,132,2090880,1293,1462,
075,https://bulbapedia.bulbagarden.net/wiki/Graveler_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/5/56/GO075.png/48px-GO075.png,Graveler,https://bulbapedia.bulbagarden.net/wiki/Graveler_(Pok%C3%A9mon),146,164,164,3926816,1897,2145,
075A,https://bulbapedia.bulbagarden.net/wiki/Graveler_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/7/74/GO075A.png/48px-GO075A.png,Graveler,https://bulbapedia.bulbagarden.net/wiki/Graveler_(Pok%C3%A9mon),146,164,164,3926816,1897,2145,
076,https://bulbapedia.bulbagarden.net/wiki/Golem_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/8/8f/GO076.png/48px-GO076.png,Golem,https://bulbapedia.bulbagarden.net/wiki/Golem_(Pok%C3%A9mon),190,211,198,7937820,2949,3334,
076A,https://bulbapedia.bulbagarden.net/wiki/Golem_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/c/c0/GO076A.png/48px-GO076A.png,Golem,https://bulbapedia.bulbagarden.net/wiki/Golem_(Pok%C3%A9mon),190,211,198,7937820,2949,3334,
077,https://bulbapedia.bulbagarden.net/wiki/Ponyta_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/f/f0/GO077.png/48px-GO077.png,Ponyta,https://bulbapedia.bulbagarden.net/wiki/Ponyta_(Pok%C3%A9mon),137,170,127,2957830,1697,1919,
077G,https://bulbapedia.bulbagarden.net/wiki/Ponyta_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/7/7d/GO077G.png/48px-GO077G.png,Ponyta,https://bulbapedia.bulbagarden.net/wiki/Ponyta_(Pok%C3%A9mon),137,170,127,2957830,1697,1919,
078,https://bulbapedia.bulbagarden.net/wiki/Rapidash_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/f/fe/GO078.png/48px-GO078.png,Rapidash,https://bulbapedia.bulbagarden.net/wiki/Rapidash_(Pok%C3%A9mon),163,207,162,5466042,2461,2782,
078G,https://bulbapedia.bulbagarden.net/wiki/Rapidash_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/8/85/GO078G.png/48px-GO078G.png,Rapidash,https://bulbapedia.bulbagarden.net/wiki/Rapidash_(Pok%C3%A9mon),163,207,162,5466042,2461,2782,
079,https://bulbapedia.bulbagarden.net/wiki/Slowpoke_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/b/bb/GO079.png/48px-GO079.png,Slowpoke,https://bulbapedia.bulbagarden.net/wiki/Slowpoke_(Pok%C3%A9mon),207,109,98,2211174,1226,1386,
079G,https://bulbapedia.bulbagarden.net/wiki/Slowpoke_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/f/fa/GO079G.png/48px-GO079G.png,Slowpoke,https://bulbapedia.bulbagarden.net/wiki/Slowpoke_(Pok%C3%A9mon),207,109,98,2211174,1226,1386,
080,https://bulbapedia.bulbagarden.net/wiki/Slowbro_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/5/58/GO080.png/48px-GO080.png,Slowbro,https://bulbapedia.bulbagarden.net/wiki/Slowbro_(Pok%C3%A9mon),216,177,180,6881760,2545,2877,
080M,https://bulbapedia.bulbagarden.net/wiki/Slowbro_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/8/89/GO080M.png/48px-GO080M.png,Slowbro,https://bulbapedia.bulbagarden.net/wiki/Slowbro_(Pok%C3%A9mon),216,224,259,12531456,3755,4245,
080G,https://bulbapedia.bulbagarden.net/wiki/Slowbro_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/2/2d/GO080G.png/48px-GO080G.png,Slowbro,https://bulbapedia.bulbagarden.net/wiki/Slowbro_(Pok%C3%A9mon),216,182,156,6132672,2445,2764,
081,https://bulbapedia.bulbagarden.net/wiki/Magnemite_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/7/7f/GO081.png/48px-GO081.png,Magnemite,https://bulbapedia.bulbagarden.net/wiki/Magnemite_(Pok%C3%A9mon),93,165,121,1856745,1362,1540,
082,https://bulbapedia.bulbagarden.net/wiki/Magneton_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/5/53/GO082.png/48px-GO082.png,Magneton,https://bulbapedia.bulbagarden.net/wiki/Magneton_(Pok%C3%A9mon),137,223,169,5163119,2485,2810,
083,https://bulbapedia.bulbagarden.net/wiki/Farfetch%27d_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/6/67/GO083.png/48px-GO083.png,Farfetch'd,https://bulbapedia.bulbagarden.net/wiki/Farfetch%27d_(Pok%C3%A9mon),141,124,115,2010660,1236,1397,
083G,https://bulbapedia.bulbagarden.net/wiki/Farfetch%27d_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/c/ca/GO083G.png/48px-GO083G.png,Farfetch'd,https://bulbapedia.bulbagarden.net/wiki/Farfetch%27d_(Pok%C3%A9mon),141,174,114,2796876,1674,1893,
084,https://bulbapedia.bulbagarden.net/wiki/Doduo_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/0/0a/GO084.png/48px-GO084.png,Doduo,https://bulbapedia.bulbagarden.net/wiki/Doduo_(Pok%C3%A9mon),111,158,83,1455654,1200,1357,
085,https://bulbapedia.bulbagarden.net/wiki/Dodrio_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/b/bb/GO085.png/48px-GO085.png,Dodrio,https://bulbapedia.bulbagarden.net/wiki/Dodrio_(Pok%C3%A9mon),155,218,140,4730600,2362,2670,
086,https://bulbapedia.bulbagarden.net/wiki/Seel_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/8/85/GO086.png/48px-GO086.png,Seel,https://bulbapedia.bulbagarden.net/wiki/Seel_(Pok%C3%A9mon),163,85,121,1676455,971,1098,
087,https://bulbapedia.bulbagarden.net/wiki/Dewgong_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/e/ec/GO087.png/48px-GO087.png,Dewgong,https://bulbapedia.bulbagarden.net/wiki/Dewgong_(Pok%C3%A9mon),207,139,177,5092821,1985,2245,
088,https://bulbapedia.bulbagarden.net/wiki/Grimer_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/8/8b/GO088.png/48px-GO088.png,Grimer,https://bulbapedia.bulbagarden.net/wiki/Grimer_(Pok%C3%A9mon),190,135,90,2308500,1374,1553,
088A,https://bulbapedia.bulbagarden.net/wiki/Grimer_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/8/82/GO088A.png/48px-GO088A.png,Grimer,https://bulbapedia.bulbagarden.net/wiki/Grimer_(Pok%C3%A9mon),190,135,90,2308500,1374,1553,
089,https://bulbapedia.bulbagarden.net/wiki/Muk_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/5/5b/GO089.png/48px-GO089.png,Muk,https://bulbapedia.bulbagarden.net/wiki/Muk_(Pok%C3%A9mon),233,190,172,7614440,2757,3117,
089A,https://bulbapedia.bulbagarden.net/wiki/Muk_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/c/c2/GO089A.png/48px-GO089A.png,Muk,https://bulbapedia.bulbagarden.net/wiki/Muk_(Pok%C3%A9mon),233,190,172,7614440,2757,3117,
090,https://bulbapedia.bulbagarden.net/wiki/Shellder_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/c/c5/GO090.png/48px-GO090.png,Shellder,https://bulbapedia.bulbagarden.net/wiki/Shellder_(Pok%C3%A9mon),102,116,134,1585488,1080,1221,
091,https://bulbapedia.bulbagarden.net/wiki/Cloyster_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/2/25/GO091.png/48px-GO091.png,Cloyster,https://bulbapedia.bulbagarden.net/wiki/Cloyster_(Pok%C3%A9mon),137,186,256,6523392,2547,2880,
092,https://bulbapedia.bulbagarden.net/wiki/Gastly_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/3/35/GO092.png/48px-GO092.png,Gastly,https://bulbapedia.bulbagarden.net/wiki/Gastly_(Pok%C3%A9mon),102,186,67,1271124,1229,1390,
093,https://bulbapedia.bulbagarden.net/wiki/Haunter_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/9/90/GO093.png/48px-GO093.png,Haunter,https://bulbapedia.bulbagarden.net/wiki/Haunter_(Pok%C3%A9mon),128,223,107,3054208,1963,2219,
094,https://bulbapedia.bulbagarden.net/wiki/Gengar_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/2/27/GO094.png/48px-GO094.png,Gengar,https://bulbapedia.bulbagarden.net/wiki/Gengar_(Pok%C3%A9mon),155,261,149,6027795,2878,3254,
094M,https://bulbapedia.bulbagarden.net/wiki/Gengar_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/1/15/GO094M.png/48px-GO094M.png,Gengar,https://bulbapedia.bulbagarden.net/wiki/Gengar_(Pok%C3%A9mon),155,349,199,10764905,4336,4902,
095,https://bulbapedia.bulbagarden.net/wiki/Onix_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/a/a0/GO095.png/48px-GO095.png,Onix,https://bulbapedia.bulbagarden.net/wiki/Onix_(Pok%C3%A9mon),111,85,232,2188920,1101,1245,
096,https://bulbapedia.bulbagarden.net/wiki/Drowzee_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/a/ad/GO096.png/48px-GO096.png,Drowzee,https://bulbapedia.bulbagarden.net/wiki/Drowzee_(Pok%C3%A9mon),155,89,136,1876120,1040,1176,
097,https://bulbapedia.bulbagarden.net/wiki/Hypno_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/2/2b/GO097.png/48px-GO097.png,Hypno,https://bulbapedia.bulbagarden.net/wiki/Hypno_(Pok%C3%A9mon),198,144,193,5502816,2090,2363,
098,https://bulbapedia.bulbagarden.net/wiki/Krabby_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/2/2b/GO098.png/48px-GO098.png,Krabby,https://bulbapedia.bulbagarden.net/wiki/Krabby_(Pok%C3%A9mon),102,181,124,2289288,1561,1764,
099,https://bulbapedia.bulbagarden.net/wiki/Kingler_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/c/c9/GO099.png/48px-GO099.png,Kingler,https://bulbapedia.bulbagarden.net/wiki/Kingler_(Pok%C3%A9mon),146,240,181,6342240,2829,3198,
100,https://bulbapedia.bulbagarden.net/wiki/Voltorb_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/f/f3/GO100.png/48px-GO100.png,Voltorb,https://bulbapedia.bulbagarden.net/wiki/Voltorb_(Pok%C3%A9mon),120,109,111,1451880,1010,1141,
101,https://bulbapedia.bulbagarden.net/wiki/Electrode_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/a/ad/GO101.png/48px-GO101.png,Electrode,https://bulbapedia.bulbagarden.net/wiki/Electrode_(Pok%C3%A9mon),155,173,173,4638995,2099,2373,
102,https://bulbapedia.bulbagarden.net/wiki/Exeggcute_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/1/1a/GO102.png/48px-GO102.png,Exeggcute,https://bulbapedia.bulbagarden.net/wiki/Exeggcute_(Pok%C3%A9mon),155,107,125,2073125,1175,1328,
103,https://bulbapedia.bulbagarden.net/wiki/Exeggutor_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/b/bd/GO103.png/48px-GO103.png,Exeggutor,https://bulbapedia.bulbagarden.net/wiki/Exeggutor_(Pok%C3%A9mon),216,233,149,7498872,3014,3408,
103A,https://bulbapedia.bulbagarden.net/wiki/Exeggutor_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/4/4c/GO103A.png/48px-GO103A.png,Exeggutor,https://bulbapedia.bulbagarden.net/wiki/Exeggutor_(Pok%C3%A9mon),216,230,153,7601040,3014,3407,
104,https://bulbapedia.bulbagarden.net/wiki/Cubone_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/b/b3/GO104.png/48px-GO104.png,Cubone,https://bulbapedia.bulbagarden.net/wiki/Cubone_(Pok%C3%A9mon),137,90,144,1775520,1019,1152,
105,https://bulbapedia.bulbagarden.net/wiki/Marowak_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/b/b9/GO105.png/48px-GO105.png,Marowak,https://bulbapedia.bulbagarden.net/wiki/Marowak_(Pok%C3%A9mon),155,144,186,4151520,1835,2075,
105A,https://bulbapedia.bulbagarden.net/wiki/Marowak_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/1/10/GO105A.png/48px-GO105A.png,Marowak,https://bulbapedia.bulbagarden.net/wiki/Marowak_(Pok%C3%A9mon),155,144,186,4151520,1835,2075,
106,https://bulbapedia.bulbagarden.net/wiki/Hitmonlee_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/3/33/GO106.png/48px-GO106.png,Hitmonlee,https://bulbapedia.bulbagarden.net/wiki/Hitmonlee_(Pok%C3%A9mon),137,224,181,5554528,2576,2912,
107,https://bulbapedia.bulbagarden.net/wiki/Hitmonchan_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/f/fe/GO107.png/48px-GO107.png,Hitmonchan,https://bulbapedia.bulbagarden.net/wiki/Hitmonchan_(Pok%C3%A9mon),137,193,197,5208877,2332,2636,
108,https://bulbapedia.bulbagarden.net/wiki/Lickitung_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/b/b6/GO108.png/48px-GO108.png,Lickitung,https://bulbapedia.bulbagarden.net/wiki/Lickitung_(Pok%C3%A9mon),207,108,137,3062772,1411,1595,
109,https://bulbapedia.bulbagarden.net/wiki/Koffing_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/2/25/GO109.png/48px-GO109.png,Koffing,https://bulbapedia.bulbagarden.net/wiki/Koffing_(Pok%C3%A9mon),120,119,141,2013480,1214,1373,
110,https://bulbapedia.bulbagarden.net/wiki/Weezing_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/c/c1/GO110.png/48px-GO110.png,Weezing,https://bulbapedia.bulbagarden.net/wiki/Weezing_(Pok%C3%A9mon),163,174,197,5587314,2293,2592,
110G,https://bulbapedia.bulbagarden.net/wiki/Weezing_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/2/2a/GO110G.png/48px-GO110G.png,Weezing,https://bulbapedia.bulbagarden.net/wiki/Weezing_(Pok%C3%A9mon),163,174,197,5587314,2293,2592,
111,https://bulbapedia.bulbagarden.net/wiki/Rhyhorn_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/b/bc/GO111.png/48px-GO111.png,Rhyhorn,https://bulbapedia.bulbagarden.net/wiki/Rhyhorn_(Pok%C3%A9mon),190,140,127,3378200,1651,1867,
112,https://bulbapedia.bulbagarden.net/wiki/Rhydon_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/6/67/GO112.png/48px-GO112.png,Rhydon,https://bulbapedia.bulbagarden.net/wiki/Rhydon_(Pok%C3%A9mon),233,222,171,8845146,3179,3594,
113,https://bulbapedia.bulbagarden.net/wiki/Chansey_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/a/a0/GO113.png/48px-GO113.png,Chansey,https://bulbapedia.bulbagarden.net/wiki/Chansey_(Pok%C3%A9mon),487,60,128,3740160,1255,1418,
114,https://bulbapedia.bulbagarden.net/wiki/Tangela_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/6/69/GO114.png/48px-GO114.png,Tangela,https://bulbapedia.bulbagarden.net/wiki/Tangela_(Pok%C3%A9mon),163,183,169,5041101,2238,2530,
115,https://bulbapedia.bulbagarden.net/wiki/Kangaskhan_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/6/67/GO115.png/48px-GO115.png,Kangaskhan,https://bulbapedia.bulbagarden.net/wiki/Kangaskhan_(Pok%C3%A9mon),233,181,165,6958545,2586,2924,
116,https://bulbapedia.bulbagarden.net/wiki/Horsea_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/5/5d/GO116.png/48px-GO116.png,Horsea,https://bulbapedia.bulbagarden.net/wiki/Horsea_(Pok%C3%A9mon),102,129,103,1355274,1056,1194,
117,https://bulbapedia.bulbagarden.net/wiki/Seadra_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/2/2e/GO117.png/48px-GO117.png,Seadra,https://bulbapedia.bulbagarden.net/wiki/Seadra_(Pok%C3%A9mon),146,187,156,4259112,2093,2366,
118,https://bulbapedia.bulbagarden.net/wiki/Goldeen_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/d/de/GO118.png/48px-GO118.png,Goldeen,https://bulbapedia.bulbagarden.net/wiki/Goldeen_(Pok%C3%A9mon),128,123,110,1731840,1152,1302,
119,https://bulbapedia.bulbagarden.net/wiki/Seaking_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/f/fe/GO119.png/48px-GO119.png,Seaking,https://bulbapedia.bulbagarden.net/wiki/Seaking_(Pok%C3%A9mon),190,175,147,4887750,2162,2444,
120,https://bulbapedia.bulbagarden.net/wiki/Staryu_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/d/d1/GO120.png/48px-GO120.png,Staryu,https://bulbapedia.bulbagarden.net/wiki/Staryu_(Pok%C3%A9mon),102,137,112,1565088,1157,1308,
121,https://bulbapedia.bulbagarden.net/wiki/Starmie_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/3/34/GO121.png/48px-GO121.png,Starmie,https://bulbapedia.bulbagarden.net/wiki/Starmie_(Pok%C3%A9mon),155,210,184,5989200,2584,2922,
122,https://bulbapedia.bulbagarden.net/wiki/Mr._Mime_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/7/75/GO122.png/48px-GO122.png,Mr. Mime,https://bulbapedia.bulbagarden.net/wiki/Mr._Mime_(Pok%C3%A9mon),120,192,205,4723200,2228,2518,
123,https://bulbapedia.bulbagarden.net/wiki/Scyther_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/5/51/GO123.png/48px-GO123.png,Scyther,https://bulbapedia.bulbagarden.net/wiki/Scyther_(Pok%C3%A9mon),172,218,170,6374320,2706,3060,
124,https://bulbapedia.bulbagarden.net/wiki/Jynx_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/2/2f/GO124.png/48px-GO124.png,Jynx,https://bulbapedia.bulbagarden.net/wiki/Jynx_(Pok%C3%A9mon),163,223,151,5488699,2555,2888,
125,https://bulbapedia.bulbagarden.net/wiki/Electabuzz_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/b/b9/GO125.png/48px-GO125.png,Electabuzz,https://bulbapedia.bulbagarden.net/wiki/Electabuzz_(Pok%C3%A9mon),163,198,158,5099292,2334,2639,
126,https://bulbapedia.bulbagarden.net/wiki/Magmar_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/5/58/GO126.png/48px-GO126.png,Magmar,https://bulbapedia.bulbagarden.net/wiki/Magmar_(Pok%C3%A9mon),163,206,154,5171012,2394,2706,
127,https://bulbapedia.bulbagarden.net/wiki/Pinsir_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/6/68/GO127.png/48px-GO127.png,Pinsir,https://bulbapedia.bulbagarden.net/wiki/Pinsir_(Pok%C3%A9mon),163,238,182,7060508,2959,3345,
128,https://bulbapedia.bulbagarden.net/wiki/Tauros_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/e/e8/GO128.png/48px-GO128.png,Tauros,https://bulbapedia.bulbagarden.net/wiki/Tauros_(Pok%C3%A9mon),181,198,183,6558354,2620,2962,
129,https://bulbapedia.bulbagarden.net/wiki/Magikarp_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/f/f0/GO129.png/48px-GO129.png,Magikarp,https://bulbapedia.bulbagarden.net/wiki/Magikarp_(Pok%C3%A9mon),85,29,85,209525,274,310,
130,https://bulbapedia.bulbagarden.net/wiki/Gyarados_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/1/19/GO130.png/48px-GO130.png,Gyarados,https://bulbapedia.bulbagarden.net/wiki/Gyarados_(Pok%C3%A9mon),216,237,186,9521712,3391,3834,
130M,https://bulbapedia.bulbagarden.net/wiki/Gyarados_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/e/e2/GO130M.png/48px-GO130M.png,Gyarados,https://bulbapedia.bulbagarden.net/wiki/Gyarados_(Pok%C3%A9mon),216,292,216,13623552,4429,5007,
131,https://bulbapedia.bulbagarden.net/wiki/Lapras_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/0/00/GO131.png/48px-GO131.png,Lapras,https://bulbapedia.bulbagarden.net/wiki/Lapras_(Pok%C3%A9mon),277,165,174,7952670,2641,2985,
132,https://bulbapedia.bulbagarden.net/wiki/Ditto_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/5/54/GO132.png/48px-GO132.png,Ditto,https://bulbapedia.bulbagarden.net/wiki/Ditto_(Pok%C3%A9mon),134,91,91,1109654,832,940,
133,https://bulbapedia.bulbagarden.net/wiki/Eevee_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/b/b2/GO133.png/48px-GO133.png,Eevee,https://bulbapedia.bulbagarden.net/wiki/Eevee_(Pok%C3%A9mon),146,104,114,1730976,1071,1210,
134,https://bulbapedia.bulbagarden.net/wiki/Vaporeon_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/5/59/GO134.png/48px-GO134.png,Vaporeon,https://bulbapedia.bulbagarden.net/wiki/Vaporeon_(Pok%C3%A9mon),277,205,161,9142385,3114,3521,
